순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"78,300","-400","-0.5","30,339,449","2,368,814,098,000","78,800","78,900","77,300","467,433,973,665,000","20.05","5,969,782,550","3,327,108,382","55.73",2532
2,000660,SK하이닉스,"116,000","500","0.4","4,208,916","488,461,750,000","118,000","118,500","114,000","84,448,274,340,000","3.62","728,002,365","361,423,548","49.65",
3,005935,삼성전자우,"72,200","-700","-1.0","5,229,106","376,240,984,600","72,500","72,700","70,500","59,412,419,740,000","2.55","822,886,700","674,267,741","81.94",
4,051910,LG화학,"813,000","-1,000","-0.1","392,849","319,555,736,000","817,000","827,000","805,000","57,391,574,859,000","2.46","70,592,343","29,930,957","42.40",
5,207940,삼성바이오로직스,"822,000","33,000","4.2","222,705","181,486,049,000","808,000","827,000","798,000","54,387,630,000,000","2.33","66,165,000","6,922,218","10.46",
6,068270,셀트리온,"360,500","33,000","10.1","5,725,005","2,043,579,093,500","360,500","365,000","347,000","48,666,708,702,500","2.09","134,997,805","28,467,259","21.09",
7,035420,NAVER,"283,000","2,000","0.7","506,090","142,909,061,500","281,500","285,000","280,500","46,486,540,785,000","1.99","164,263,395","91,399,905","55.64",
8,006400,삼성SDI,"601,000","42,000","7.5","827,634","489,048,206,000","572,000","603,000","563,000","41,327,482,530,000","1.77","68,764,530","30,504,335","44.36",
9,005380,현대차,"190,500","1,000","0.5","1,488,327","282,192,952,000","191,000","191,500","188,000","40,703,789,623,500","1.75","213,668,187","65,226,368","30.53",
10,035720,카카오,"384,500","11,500","3.1","857,404","327,893,497,500","381,000","385,500","378,000","34,003,855,782,000","1.46","88,436,556","28,450,152","32.17",
11,028260,삼성물산,"136,500","-3,500","-2.5","1,194,211","164,699,336,500","140,500","141,000","135,000","25,510,086,556,500","1.09","186,887,081","26,225,435","14.03",
12,091990,셀트리온헬스케어,"167,900","10,500","6.7","7,476,970","1,263,647,685,400","173,000","173,000","165,900","25,488,869,113,800","1.09","151,809,822","26,229,219","17.28",
13,051900,LG생활건강,"1,619,000","-19,000","-1.2","28,411","45,793,833,000","1,621,000","1,631,000","1,605,000","25,285,860,943,000","1.08","15,618,197","7,109,024","45.52",
14,000270,기아차,"62,300","-500","-0.8","1,839,069","114,667,496,200","63,600","63,600","61,600","25,254,136,518,100","1.08","405,363,347","151,210,657","37.30",
15,012330,현대모비스,"251,000","1,000","0.4","320,314","80,034,260,500","252,000","252,000","247,000","23,858,728,194,000","1.02","95,054,694","40,986,538","43.12",
16,005490,POSCO,"270,000","-3,500","-1.3","362,873","97,521,497,500","273,000","273,500","265,000","23,540,445,450,000","1.01","87,186,835","44,120,231","50.60",
17,066570,LG전자,"131,500","7,000","5.6","7,476,122","969,108,882,500","127,500","134,500","125,000","21,519,687,541,000","0.92","163,647,814","59,113,780","36.12",
18,036570,엔씨소프트,"913,000","15,000","1.7","139,932","127,266,079,000","899,000","919,000","899,000","20,044,022,086,000","0.86","21,954,022","10,686,773","48.68",
19,017670,SK텔레콤,"237,500","-9,500","-3.8","482,837","115,026,370,000","242,000","242,000","236,500","19,177,106,362,500","0.82","80,745,711","27,397,681","33.93",
20,105560,KB금융,"43,400","-2,200","-4.8","2,666,286","116,273,268,550","44,500","44,500","43,250","18,046,063,728,000","0.77","415,807,920","271,620,813","65.32",
21,015760,한국전력,"26,400","-650","-2.4","4,838,292","127,712,639,300","26,800","26,900","26,150","16,947,851,632,800","0.73","641,964,077","109,970,296","17.13",
22,096770,SK이노베이션,"183,000","5,000","2.8","873,630","158,726,505,500","178,000","184,500","177,000","16,921,198,212,000","0.73","92,465,564","22,434,929","24.26",
23,034730,SK,"235,500","-4,500","-1.9","303,528","71,831,173,500","238,500","241,000","234,000","16,569,849,943,500","0.71","70,360,297","15,065,498","21.41",
24,055550,신한지주,"32,000","-1,500","-4.5","3,583,691","114,954,475,400","32,400","32,400","31,850","16,528,858,720,000","0.71","516,526,835","294,616,652","57.04",
25,032830,삼성생명,"79,100","-2,300","-2.8","978,520","77,844,090,200","80,900","80,900","78,500","15,820,000,000,000","0.68","200,000,000","23,951,248","11.98",
26,003550,LG,"86,000","-1,600","-1.8","659,811","56,971,921,700","87,000","88,200","85,100","14,839,913,266,000","0.64","172,557,131","58,877,848","34.12",
27,018260,삼성에스디에스,"177,500","-500","-0.3","180,520","31,941,609,500","177,000","178,000","176,000","13,734,559,500,000","0.59","77,377,800","8,900,317","11.50",
28,009150,삼성전기,"177,000","9,500","5.7","1,167,680","203,064,440,500","169,500","178,000","168,000","13,220,784,192,000","0.57","74,693,696","25,584,914","34.25",
29,326030,SK바이오팜,"168,000","500","0.3","166,056","28,061,429,000","168,500","171,500","167,000","13,156,626,000,000","0.56","78,313,250","4,018,503","5.13",
30,090430,아모레퍼시픽,"206,500","5,500","2.7","201,795","41,245,483,000","200,000","207,000","199,000","12,071,678,185,000","0.52","58,458,490","18,846,448","32.24",
31,033780,KT&G,"83,300","-5,300","-6.0","1,503,342","125,793,630,800","84,100","84,400","83,000","11,436,465,000,100","0.49","137,292,497","55,145,248","40.17",
32,251270,넷마블,"126,000","1,500","1.2","258,021","32,362,494,000","123,500","127,000","123,000","10,816,508,178,000","0.46","85,845,303","19,381,455","22.58",
33,086790,하나금융지주,"34,100","-1,750","-4.9","2,294,951","78,232,412,400","34,550","34,550","33,800","10,238,254,314,200","0.44","300,242,062","194,898,671","64.91",
34,011170,롯데케미칼,"264,500","-1,000","-0.4","194,039","51,412,664,000","264,500","267,500","262,000","9,065,848,325,500","0.39","34,275,419","8,997,307","26.25",
35,068760,셀트리온제약,"250,100","-2,200","-0.9","2,567,907","649,209,307,200","259,800","261,300","248,000","8,956,240,313,700","0.38","35,810,637","3,119,957","8.71",
