순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"83,000","2,000","2.5","38,655,276","3,185,356,823,460","81,000","84,400","80,200","495,491,951,650,000","20.44","5,969,782,550","3,326,912,850","55.73",2531
2,000660,SK하이닉스,"126,000","7,500","6.3","7,995,016","994,276,505,704","124,500","128,000","120,500","91,728,297,990,000","3.78","728,002,365","363,141,164","49.88",
3,051910,LG화학,"889,000","65,000","7.9","858,451","747,929,748,128","849,000","900,000","835,000","62,756,592,927,000","2.59","70,592,343","30,299,551","42.92",
4,005935,삼성전자우,"74,400","800","1.1","5,455,139","405,685,236,800","73,700","75,300","73,600","61,222,770,480,000","2.53","822,886,700","672,483,965","81.72",
5,207940,삼성바이오로직스,"829,000","3,000","0.4","182,864","149,889,473,000","819,000","838,000","804,000","54,850,785,000,000","2.26","66,165,000","6,915,237","10.45",
6,035420,NAVER,"293,000","500","0.2","947,178","274,635,759,500","291,500","294,000","285,500","48,129,174,735,000","1.99","164,263,395","91,883,489","55.94",
7,068270,셀트리온,"347,500","-11,500","-3.2","2,006,483","698,238,748,000","351,500","354,500","343,000","46,911,737,237,500","1.94","134,997,805","27,905,666","20.67",
8,006400,삼성SDI,"671,000","43,000","6.8","694,737","460,597,285,668","660,000","682,000","640,000","46,140,999,630,000","1.90","68,764,530","30,463,112","44.30",
9,005380,현대차,"207,500","15,500","8.1","5,651,695","1,162,238,349,000","194,000","211,000","193,500","44,336,148,802,500","1.83","213,668,187","66,437,068","31.09",
10,035720,카카오,"396,000","6,500","1.7","853,740","335,358,065,000","392,000","396,500","385,500","35,020,876,176,000","1.44","88,436,556","28,631,613","32.38",
11,012330,현대모비스,"287,000","31,500","12.3","1,811,364","520,704,436,000","260,500","308,500","260,000","27,280,697,178,000","1.13","95,054,694","40,966,745","43.10",
12,028260,삼성물산,"144,000","6,000","4.4","1,369,767","194,649,719,500","138,500","145,000","137,000","26,911,739,664,000","1.11","186,887,081","26,754,188","14.32",
13,000270,기아차,"64,000","1,600","2.6","5,602,314","358,576,180,850","62,400","64,800","61,700","25,943,254,208,000","1.07","405,363,347","150,352,513","37.09",
14,051900,LG생활건강,"1,612,000","-8,000","-0.5","31,432","50,710,962,000","1,604,000","1,633,000","1,600,000","25,176,533,564,000","1.04","15,618,197","7,109,785","45.52",
15,005490,POSCO,"273,000","1,000","0.4","431,940","117,581,527,000","272,500","275,000","268,000","23,802,005,955,000","0.98","87,186,835","44,160,905","50.65",
16,066570,LG전자,"142,000","7,000","5.2","1,868,234","263,117,123,000","136,500","144,000","136,500","23,237,989,588,000","0.96","163,647,814","58,989,876","36.05",
17,091990,셀트리온헬스케어,"151,300","-11,700","-7.2","5,524,590","839,728,570,800","156,600","156,900","147,900","22,968,826,068,600","0.95","151,809,822","25,760,009","16.97",
18,036570,엔씨소프트,"978,000","47,000","5.0","151,790","144,982,145,000","949,000","985,000","935,000","21,471,033,516,000","0.89","21,954,022","10,734,096","48.89",
19,096770,SK이노베이션,"231,000","41,000","21.6","4,269,290","942,354,307,000","203,000","237,500","199,500","21,359,545,284,000","0.88","92,465,564","22,516,171","24.35",
20,017670,SK텔레콤,"237,000","-1,000","-0.4","429,372","101,823,409,500","238,500","239,500","235,000","19,136,733,507,000","0.79","80,745,711","27,406,462","33.94",
21,105560,KB금융,"42,450","-950","-2.2","2,825,436","120,042,228,300","43,150","43,150","42,150","17,651,046,204,000","0.73","415,807,920","271,373,702","65.26",
22,034730,SK,"249,500","9,000","3.7","561,491","138,798,398,500","241,000","250,000","240,000","17,554,894,101,500","0.72","70,360,297","15,144,913","21.52",
23,015760,한국전력,"26,900","-500","-1.8","6,758,871","182,075,121,150","27,600","27,600","26,650","17,268,833,671,300","0.71","641,964,077","109,894,033","17.12",
24,003550,LG,"96,900","9,400","10.7","2,269,706","216,021,698,000","88,000","102,500","86,900","16,720,785,993,900","0.69","172,557,131","59,216,741","34.32",
25,055550,신한지주,"31,550","-500","-1.6","2,983,516","94,397,441,100","32,050","32,050","31,500","16,296,421,644,250","0.67","516,526,835","295,447,081","57.20",
26,032830,삼성생명,"78,000","-1,100","-1.4","1,077,102","83,940,946,900","77,800","78,900","77,000","15,600,000,000,000","0.64","200,000,000","23,948,479","11.97",
27,018260,삼성에스디에스,"186,000","7,500","4.2","542,371","100,057,719,500","179,000","188,000","178,500","14,392,270,800,000","0.59","77,377,800","9,169,720","11.85",
28,009150,삼성전기,"180,000","2,000","1.1","853,121","153,128,974,500","178,000","182,000","177,000","13,444,865,280,000","0.55","74,693,696","25,785,910","34.52",
29,326030,SK바이오팜,"154,500","-14,500","-8.6","3,338,448","508,487,017,500","149,500","157,000","149,000","12,099,397,125,000","0.50","78,313,250","4,028,048","5.14",
30,090430,아모레퍼시픽,"203,000","-3,000","-1.5","228,609","46,600,337,500","206,500","207,000","200,000","11,867,073,470,000","0.49","58,458,490","18,651,658","31.91",
31,033780,KT&G,"82,100","-1,000","-1.2","896,862","73,568,799,700","83,000","83,000","81,800","11,271,714,003,700","0.47","137,292,497","55,046,628","40.09",
32,251270,넷마블,"131,000","-500","-0.4","448,819","58,593,107,000","132,000","132,500","128,500","11,245,734,693,000","0.46","85,845,303","19,502,604","22.72",
33,086790,하나금융지주,"33,450","-1,050","-3.0","2,312,196","77,517,764,550","34,000","34,050","33,250","10,043,096,973,900","0.41","300,242,062","195,139,688","64.99",
34,011170,롯데케미칼,"279,500","3,500","1.3","342,443","95,846,683,500","278,000","282,500","277,000","9,579,979,610,500","0.40","34,275,419","8,990,704","26.23",
35,018880,한온시스템,"16,500","250","1.5","3,003,278","50,233,798,650","16,250","17,200","16,000","8,807,700,000,000","0.36","533,800,000","108,417,208","20.31",
36,000810,삼성화재,"183,000","-4,500","-2.4","265,130","48,741,967,500","186,000","186,500","182,000","8,669,595,171,000","0.36","47,374,837","21,038,852","44.41",
37,010950,S-Oil,"70,300","1,100","1.6","622,220","43,548,121,500","69,700","70,900","68,900","7,914,570,277,600","0.33","112,582,792","85,215,872","75.69",
38,009830,한화솔루션,"49,200","1,300","2.7","4,392,731","213,496,874,350","48,500","49,550","47,250","7,865,333,252,400","0.32","159,864,497","30,561,756","19.12",
