순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"60,200","100","0.2","9,322,232","560,419,899,005","60,400","60,400","59,800","359,380,909,510,000","18.54","5,969,782,550","3,352,649,769","56.16",2504
2,000660,SK하이닉스,"83,900","600","0.7","2,609,595","218,627,671,300","82,800","84,700","82,300","61,079,398,423,500","3.15","728,002,365","355,332,557","48.81",
3,035420,NAVER,"286,500","-6,500","-2.2","451,654","130,367,453,000","295,500","295,500","286,000","47,061,462,667,500","2.43","164,263,395","91,520,511","55.72",
4,051910,LG화학,"650,000","11,000","1.7","405,718","261,534,502,000","646,000","650,000","633,000","45,885,022,950,000","2.37","70,592,343","27,286,879","38.65",
5,005935,삼성전자우,"53,300","-200","-0.4","1,455,825","77,773,557,700","53,200","53,600","53,200","43,859,861,110,000","2.26","822,886,700","713,103,962","86.66",
6,207940,삼성바이오로직스,"636,000","-22,000","-3.3","196,988","125,696,364,000","659,000","660,000","631,000","42,080,940,000,000","2.17","66,165,000","6,625,329","10.01",
7,005380,현대차,"167,000","4,500","2.8","1,883,932","313,275,328,500","163,500","168,000","163,000","35,682,587,229,000","1.84","213,668,187","66,406,793","31.08",
8,068270,셀트리온,"238,000","500","0.2","723,304","171,756,917,500","238,500","242,000","233,500","32,128,509,644,000","1.66","134,993,738","28,084,463","20.80",
9,035720,카카오,"340,000","-9,000","-2.6","622,592","212,876,693,000","348,500","350,000","340,000","30,004,258,460,000","1.55","88,247,819","27,999,109","31.73",
10,006400,삼성SDI,"424,500","-5,000","-1.2","143,468","61,083,764,500","432,000","432,000","422,000","29,190,542,985,000","1.51","68,764,530","28,922,671","42.06",
11,051900,LG생활건강,"1,539,000","0","0.0","26,952","41,437,361,000","1,544,000","1,562,000","1,524,000","24,036,405,183,000","1.24","15,618,197","7,098,213","45.45",
12,012330,현대모비스,"234,500","500","0.2","372,397","87,403,014,000","233,500","237,000","231,500","22,290,325,743,000","1.15","95,054,694","41,055,929","43.19",
13,028260,삼성물산,"104,000","-500","-0.5","285,334","29,658,479,000","105,000","105,000","103,500","19,436,256,424,000","1.00","186,887,081","26,254,280","14.05",
14,017670,SK텔레콤,"238,500","0","0.0","147,788","35,247,745,000","238,000","240,000","237,000","19,257,852,073,500","0.99","80,745,711","28,556,176","35.37",
15,005490,POSCO,"220,000","10,000","4.8","903,396","196,441,654,500","211,500","222,500","208,500","19,181,103,700,000","0.99","87,186,835","44,477,771","51.01",
16,000270,기아차,"46,250","1,050","2.3","1,851,587","85,334,799,450","45,250","46,650","45,250","18,748,054,798,750","0.97","405,363,347","155,817,429","38.44",
17,105560,KB금융,"42,250","350","0.8","2,912,806","124,290,207,400","42,500","43,000","41,900","17,567,884,620,000","0.91","415,807,920","273,341,591","65.74",
18,036570,엔씨소프트,"796,000","-15,000","-1.8","80,718","64,375,311,000","816,000","816,000","791,000","17,475,401,512,000","0.90","21,954,022","10,722,206","48.84",
19,055550,신한지주,"31,350","1,150","3.8","6,673,095","207,660,173,350","30,500","31,600","30,350","16,193,116,277,250","0.84","516,526,835","279,866,901","54.18",
20,066570,LG전자,"89,600","1,200","1.4","453,141","40,416,126,200","89,000","89,700","88,600","14,662,844,134,400","0.76","163,647,814","58,001,508","35.44",
21,034730,SK,"202,000","2,500","1.2","130,014","26,015,395,000","199,000","202,000","197,500","14,212,779,994,000","0.73","70,360,297","15,388,104","21.87",
22,015760,한국전력,"21,300","-200","-0.9","2,343,245","49,873,911,100","21,600","21,600","21,150","13,673,834,840,100","0.71","641,964,077","112,034,677","17.45",
23,018260,삼성에스디에스,"172,500","-1,500","-0.9","105,009","18,243,522,500","176,000","176,000","172,500","13,347,670,500,000","0.69","77,377,800","9,386,391","12.13",
