순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"58,100","-900","-1.5","22,636,966","1,313,484,238,200","58,200","58,500","57,500","346,844,366,155,000","18.10","5,969,782,550","3,351,228,371","56.14",2506
2,000660,SK하이닉스,"81,700","-1,200","-1.4","2,637,314","214,752,630,200","81,900","82,400","81,000","59,477,793,220,500","3.10","728,002,365","355,387,363","48.82",
3,035420,NAVER,"298,500","0","0.0","785,050","234,069,798,000","297,000","301,000","294,500","49,032,623,407,500","2.56","164,263,395","91,815,707","55.90",
4,207940,삼성바이오로직스,"697,000","60,000","9.4","301,106","202,510,597,000","630,000","701,000","630,000","46,117,005,000,000","2.41","66,165,000","6,666,725","10.08",
5,051910,LG화학,"651,000","9,000","1.4","386,081","248,502,682,000","629,000","654,000","629,000","45,955,615,293,000","2.40","70,592,343","27,850,845","39.45",
6,005935,삼성전자우,"51,700","-1,200","-2.3","3,300,363","171,315,821,200","52,300","52,500","51,500","42,543,242,390,000","2.22","822,886,700","710,812,942","86.38",
7,005380,현대차,"170,000","-3,500","-2.0","1,484,537","251,603,267,000","169,000","171,000","168,000","36,323,591,790,000","1.90","213,668,187","66,525,426","31.13",
8,068270,셀트리온,"253,000","10,500","4.3","986,149","244,699,632,000","239,500","256,000","239,000","34,153,415,714,000","1.78","134,993,738","27,853,553","20.63",
9,035720,카카오,"343,000","-3,500","-1.0","491,546","167,769,641,500","342,000","345,500","338,500","30,269,001,917,000","1.58","88,247,819","28,006,565","31.74",
10,006400,삼성SDI,"431,500","1,500","0.4","261,803","111,335,750,500","425,000","432,500","420,000","29,671,894,695,000","1.55","68,764,530","28,994,350","42.16",
11,051900,LG생활건강,"1,507,000","-17,000","-1.1","23,582","35,516,498,000","1,521,000","1,522,000","1,496,000","23,536,622,879,000","1.23","15,618,197","7,108,791","45.52",
12,012330,현대모비스,"238,000","-14,500","-5.7","696,270","168,602,030,000","246,500","247,000","237,000","22,623,017,172,000","1.18","95,054,694","40,866,715","42.99",
13,000270,기아차,"53,000","-800","-1.5","3,225,860","169,802,396,800","52,800","53,600","51,700","21,484,257,391,000","1.12","405,363,347","155,941,451","38.47",
14,028260,삼성물산,"111,000","-2,000","-1.8","1,151,122","126,700,576,500","110,000","112,000","108,000","20,744,465,991,000","1.08","186,887,081","25,782,420","13.80",
15,005490,POSCO,"212,000","-4,000","-1.8","450,580","95,003,653,500","211,000","214,500","208,000","18,483,609,020,000","0.96","87,186,835","44,316,930","50.83",
16,017670,SK텔레콤,"222,500","-7,000","-3.0","389,701","86,977,614,500","226,000","227,000","221,000","17,965,920,697,500","0.94","80,745,711","28,082,809","34.78",
17,036570,엔씨소프트,"813,000","11,000","1.4","88,029","71,001,390,320","795,000","815,000","793,000","17,848,619,886,000","0.93","21,954,022","10,679,460","48.64",
18,105560,KB금융,"41,000","-1,050","-2.5","1,903,504","78,001,411,300","41,250","41,400","40,550","17,048,124,720,000","0.89","415,807,920","273,548,090","65.79",
19,055550,신한지주,"31,450","-50","-0.2","3,103,420","96,778,404,200","30,850","31,600","30,750","16,244,768,960,750","0.85","516,526,835","299,748,823","58.03",
20,066570,LG전자,"87,200","-2,800","-3.1","786,668","68,882,335,600","88,900","89,200","86,800","14,270,089,380,800","0.74","163,647,814","58,166,470","35.54",
21,091990,셀트리온헬스케어,"89,200","3,900","4.6","1,108,251","96,361,458,200","84,000","89,400","83,800","13,536,958,282,400","0.71","151,759,622","25,727,168","16.95",
22,018260,삼성에스디에스,"171,000","-5,500","-3.1","236,965","40,539,270,000","172,500","174,000","169,500","13,231,603,800,000","0.69","77,377,800","9,357,845","12.09",
23,034730,SK,"188,000","-4,000","-2.1","210,970","39,572,004,500","189,500","190,000","186,500","13,227,735,836,000","0.69","70,360,297","15,277,415","21.71",
24,015760,한국전력,"20,300","-250","-1.2","2,626,259","53,191,803,900","20,300","20,450","20,100","13,031,870,763,100","0.68","641,964,077","111,466,028","17.36",
25,032830,삼성생명,"63,900","-1,900","-2.9","812,652","51,979,380,100","64,800","65,800","62,700","12,780,000,000,000","0.67","200,000,000","24,998,892","12.50",
26,326030,SK바이오팜,"155,500","-1,500","-1.0","164,293","25,316,861,000","154,500","156,500","152,500","12,177,710,375,000","0.64","78,313,250","2,044,934","2.61",
27,003550,LG,"70,300","-1,700","-2.4","236,380","16,635,617,800","71,100","71,100","70,000","12,130,766,309,300","0.63","172,557,131","59,896,272","34.71",
28,096770,SK이노베이션,"129,500","-2,000","-1.5","438,953","56,098,993,000","128,500","129,500","126,500","11,974,290,538,000","0.62","92,465,564","21,834,242","23.61",
29,033780,KT&G,"82,200","-800","-1.0","328,828","27,013,905,900","82,400","82,800","81,800","11,285,443,253,400","0.59","137,292,497","57,105,206","41.59",
30,251270,넷마블,"123,500","-2,500","-2.0","300,676","36,823,670,500","123,500","124,500","121,000","10,601,590,493,000","0.55","85,842,838","19,792,904","23.06",
31,009150,삼성전기,"138,000","-1,000","-0.7","414,341","56,583,986,500","137,000","138,500","135,000","10,307,730,048,000","0.54","74,693,696","24,860,416","33.28",
32,090430,아모레퍼시픽,"165,000","4,000","2.5","456,095","75,322,037,000","161,000","167,500","159,500","9,645,650,850,000","0.50","58,458,490","17,483,404","29.91",
33,086790,하나금융지주,"30,800","-600","-1.9","1,957,198","59,872,419,800","30,950","31,000","30,200","9,247,455,509,600","0.48","300,242,062","192,085,937","63.98",
34,000810,삼성화재,"185,500","-4,500","-2.4","97,191","18,077,333,000","187,500","188,500","184,500","8,788,032,263,500","0.46","47,374,837","22,039,143","46.52",
35,011170,롯데케미칼,"239,000","-7,500","-3.0","392,178","95,238,390,000","241,000","248,000","237,500","8,191,825,141,000","0.43","34,275,419","9,616,390","28.06",
36,009830,한화솔루션,"45,650","-350","-0.8","3,411,536","155,347,639,650","44,950","46,250","44,750","7,297,814,288,050","0.38","159,864,497","31,396,544","19.64",
37,010130,고려아연,"381,500","1,000","0.3","45,565","17,121,802,500","375,000","381,500","372,500","7,198,905,000,000","0.38","18,870,000","4,430,725","23.48",
38,096530,씨젠,"265,000","6,700","2.6","842,974","222,466,247,900","259,600","267,400","259,000","6,952,015,300,000","0.36","26,234,020","4,364,807","16.64",
39,019170,신풍제약,"130,000","-1,000","-0.8","880,817","114,448,896,000","128,000","133,000","127,000","6,888,048,700,000","0.36","52,984,990","5,170,058","9.76",
40,086280,현대글로비스,"177,500","2,000","1.1","421,479","73,726,586,250","171,500","178,000","171,000","6,656,250,000,000","0.35","37,500,000","13,468,685","35.92",
41,316140,우리금융지주,"9,010","-50","-0.6","2,064,091","18,485,107,270","8,830","9,070","8,810","6,507,631,823,830","0.34","722,267,683","187,204,301","25.92",
42,018880,한온시스템,"11,750","-350","-2.9","603,355","7,100,825,400","12,000","12,050","11,600","6,272,150,000,000","0.33","533,800,000","110,278,360","20.66",
43,010950,S-Oil,"55,600","-1,300","-2.3","386,170","21,453,628,500","55,500","56,900","55,100","6,259,603,235,200","0.33","112,582,792","82,973,458","73.70",
44,024110,기업은행,"8,320","-110","-1.3","2,293,721","18,995,145,920","8,270","8,350","8,240","6,145,687,475,200","0.32","738,664,360","78,403,070","10.61",
45,030200,KT,"22,600","-250","-1.1","923,405","20,900,671,400","22,700","22,800","22,550","5,901,126,860,800","0.31","261,111,808","113,890,922","43.62",
46,009540,한국조선해양,"79,800","-1,200","-1.5","168,185","13,406,604,900","79,200","80,300","79,000","5,647,694,656,800","0.29","70,773,116","10,953,371","15.48",
47,097950,CJ제일제당,"369,000","1,000","0.3","43,880","15,993,132,000","364,500","370,000","360,000","5,554,994,634,000","0.29","15,054,186","3,540,766","23.52",
48,006800,미래에셋대우,"8,530","20","0.2","2,166,743","18,142,340,150","8,330","8,530","8,270","5,504,548,960,240","0.29","645,316,408","90,591,781","14.04",
49,352820,빅히트,"157,000","-1,500","-1.0","518,248","82,084,225,000","155,500","161,500","154,500","5,313,852,144,000","0.28","33,846,192","1,168,009","3.45",
50,021240,코웨이,"70,200","-1,600","-2.2","167,758","11,790,178,800","71,400","71,600","69,600","5,180,733,253,800","0.27","73,799,619","45,050,888","61.04",
51,034220,LG디스플레이,"14,450","-350","-2.4","1,930,608","27,839,500,200","14,500","14,550","14,300","5,170,436,865,000","0.27","357,815,700","79,623,006","22.25",
52,028300,에이치엘비,"95,400","2,300","2.5","432,958","40,614,930,000","91,500","96,100","91,100","5,023,262,196,000","0.26","52,654,740","5,971,927","11.34",
53,032640,LG유플러스,"11,350","-300","-2.6","1,528,323","17,384,862,650","11,550","11,550","11,300","4,955,538,947,350","0.26","436,611,361","137,164,624","31.42",
54,196170,알테오젠,"167,900","700","0.4","291,650","47,876,371,600","162,900","168,200","160,000","4,715,118,910,000","0.25","28,082,900","5,120,335","18.23",
55,035250,강원랜드,"21,800","-750","-3.3","670,469","14,674,376,700","22,250","22,300","21,650","4,663,902,900,000","0.24","213,940,500","51,273,618","23.97",
56,003670,포스코케미칼,"75,200","-400","-0.5","176,591","13,085,961,100","73,500","75,400","73,100","4,586,314,144,000","0.24","60,988,220","4,400,164","7.21",
