순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"58,800","1,400","2.4","14,950,919","873,635,908,544","57,900","58,900","57,600","351,023,213,940,000","18.18","5,969,782,550","3,341,340,625","55.97",2507
2,000660,SK하이닉스,"81,400","1,800","2.3","2,057,723","166,103,818,500","79,600","81,400","79,600","59,259,392,511,000","3.07","728,002,365","354,086,175","48.64",
3,035420,NAVER,"283,000","-2,500","-0.9","1,066,923","301,242,049,500","284,000","287,000","280,000","46,486,540,785,000","2.41","164,263,395","91,698,216","55.82",
4,051910,LG화학,"656,000","33,000","5.3","638,480","415,420,015,576","630,000","659,000","628,000","46,308,577,008,000","2.40","70,592,343","28,187,238","39.93",
5,207940,삼성바이오로직스,"699,000","1,000","0.1","97,868","68,682,201,000","699,000","707,000","690,000","46,249,335,000,000","2.40","66,165,000","6,626,471","10.02",
6,005935,삼성전자우,"52,200","1,000","2.0","1,960,143","101,909,873,300","51,500","52,200","51,500","42,954,685,740,000","2.22","822,886,700","709,876,338","86.27",
7,005380,현대차,"170,500","0","0.0","1,006,364","171,739,121,000","171,000","172,000","169,000","36,430,425,883,500","1.89","213,668,187","66,311,587","31.03",
8,068270,셀트리온,"259,000","14,500","5.9","1,016,373","259,447,094,000","247,000","259,500","246,500","34,963,378,142,000","1.81","134,993,738","27,667,478","20.50",
9,006400,삼성SDI,"459,500","19,500","4.4","712,258","325,946,713,000","443,000","466,000","442,000","31,597,301,535,000","1.64","68,764,530","29,368,683","42.71",
10,035720,카카오,"336,500","2,000","0.6","403,786","135,347,050,000","334,500","339,000","332,000","29,695,391,093,500","1.54","88,247,819","27,826,815","31.53",
11,051900,LG생활건강,"1,517,000","-14,000","-0.9","22,826","34,678,557,000","1,515,000","1,533,000","1,512,000","23,692,804,849,000","1.23","15,618,197","7,109,217","45.52",
12,012330,현대모비스,"226,000","-500","-0.2","453,788","102,508,479,000","228,000","229,000","224,500","21,482,360,844,000","1.11","95,054,694","40,517,351","42.63",
13,028260,삼성물산,"112,500","500","0.4","487,902","54,740,665,500","112,000","113,500","111,000","21,024,796,612,500","1.09","186,887,081","25,807,962","13.81",
14,000270,기아차,"51,000","-500","-1.0","1,913,867","98,002,208,500","51,800","52,400","50,800","20,673,530,697,000","1.07","405,363,347","154,891,501","38.21",
15,005490,POSCO,"220,500","4,500","2.1","317,709","70,108,719,500","216,500","222,000","216,000","19,224,697,117,500","1.00","87,186,835","44,333,008","50.85",
16,105560,KB금융,"42,650","650","1.6","1,535,972","65,423,605,500","42,750","42,900","42,050","17,734,207,788,000","0.92","415,807,920","272,930,145","65.64",
17,017670,SK텔레콤,"219,000","4,000","1.9","396,439","86,599,323,875","216,500","220,000","215,500","17,683,310,709,000","0.92","80,745,711","27,710,895","34.32",
18,036570,엔씨소프트,"782,000","4,000","0.5","48,350","37,950,318,000","778,000","792,000","778,000","17,168,045,204,000","0.89","21,954,022","10,613,957","48.35",
19,055550,신한지주,"32,000","250","0.8","3,435,765","110,372,112,200","32,200","32,600","31,700","16,528,858,720,000","0.86","516,526,835","299,684,663","58.02",
20,066570,LG전자,"86,300","800","0.9","409,909","35,390,518,000","85,800","87,100","85,700","14,122,806,348,200","0.73","163,647,814","58,252,724","35.60",
21,091990,셀트리온헬스케어,"88,900","3,700","4.3","1,036,133","91,502,301,300","85,900","89,400","85,900","13,491,430,395,800","0.70","151,759,622","25,672,719","16.92",
22,018260,삼성에스디에스,"174,000","3,500","2.0","102,216","17,728,550,500","171,000","174,500","170,500","13,463,737,200,000","0.70","77,377,800","9,373,129","12.11",
23,015760,한국전력,"20,450","100","0.5","1,868,982","38,318,853,500","20,450","20,700","20,350","13,128,165,374,650","0.68","641,964,077","110,431,478","17.20",
24,034730,SK,"186,000","3,000","1.6","177,177","32,868,402,500","183,000","188,000","182,500","13,087,015,242,000","0.68","70,360,297","15,202,657","21.61",
25,032830,삼성생명,"64,000","0","0.0","359,765","22,981,697,500","63,900","64,500","63,500","12,800,000,000,000","0.66","200,000,000","24,874,685","12.44",
26,326030,SK바이오팜,"159,000","500","0.3","200,829","31,857,076,500","160,500","161,000","157,500","12,451,806,750,000","0.64","78,313,250","2,016,441","2.57",
27,003550,LG,"70,600","2,100","3.1","204,096","14,278,426,800","68,500","70,600","68,500","12,182,533,448,600","0.63","172,557,131","59,783,880","34.65",
28,096770,SK이노베이션,"131,500","9,000","7.4","831,848","108,013,160,500","125,000","133,000","124,500","12,159,221,666,000","0.63","92,465,564","21,893,008","23.68",
29,033780,KT&G,"83,400","700","0.8","216,537","17,990,969,700","82,300","83,500","82,300","11,450,194,249,800","0.59","137,292,497","56,973,111","41.50",
30,251270,넷마블,"122,000","1,000","0.8","217,192","26,588,942,500","121,500","124,000","121,500","10,472,826,236,000","0.54","85,842,838","19,758,504","23.02",
31,009150,삼성전기,"136,500","2,500","1.9","333,835","45,498,500,500","134,500","137,500","134,500","10,195,689,504,000","0.53","74,693,696","24,895,222","33.33",
32,086790,하나금융지주,"32,850","600","1.9","1,816,012","59,538,006,948","32,750","33,050","32,300","9,862,951,736,700","0.51","300,242,062","192,664,035","64.17",
33,090430,아모레퍼시픽,"162,000","3,500","2.2","120,594","19,492,437,000","159,500","162,500","159,500","9,470,275,380,000","0.49","58,458,490","17,320,819","29.63",
34,000810,삼성화재,"187,000","1,500","0.8","108,443","20,254,999,500","184,500","189,000","183,500","8,859,094,519,000","0.46","47,374,837","21,951,308","46.34",
35,011170,롯데케미칼,"248,500","13,000","5.5","334,468","82,795,911,000","237,000","251,000","236,500","8,517,441,621,500","0.44","34,275,419","9,465,704","27.62",
36,009830,한화솔루션,"46,850","100","0.2","6,040,020","282,178,199,300","47,400","47,800","45,700","7,489,651,684,450","0.39","159,864,497","31,133,385","19.47",
