순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"66,600","-1,100","-1.6","32,447,065","2,185,553,286,350","67,900","68,300","66,500","397,587,517,830,000","18.64","5,969,782,550","3,376,465,034","56.56",2513
2,000660,SK하이닉스,"97,200","-1,400","-1.4","4,081,524","400,555,988,900","100,500","100,500","96,300","70,761,829,878,000","3.32","728,002,365","365,173,696","50.16",
3,051910,LG화학,"788,000","-11,000","-1.4","780,482","630,216,757,712","820,000","833,000","784,000","55,626,766,284,000","2.61","70,592,343","29,799,991","42.21",
4,207940,삼성바이오로직스,"803,000","1,000","0.1","233,314","189,054,633,000","798,000","833,000","796,000","53,130,495,000,000","2.49","66,165,000","6,668,792","10.08",
5,005935,삼성전자우,"60,800","-1,000","-1.6","4,976,710","306,258,266,550","62,100","62,700","60,300","50,031,511,360,000","2.35","822,886,700","704,352,920","85.60",
6,035420,NAVER,"278,500","-4,000","-1.4","909,937","256,106,095,877","287,000","287,000","278,500","45,747,355,507,500","2.15","164,263,395","91,654,856","55.80",
7,068270,셀트리온,"330,000","28,500","9.4","10,726,012","3,611,378,939,500","304,000","376,000","303,500","44,549,275,650,000","2.09","134,997,805","27,965,645","20.72",
8,005380,현대차,"179,500","-1,500","-0.8","2,082,764","377,338,587,000","183,500","184,000","178,000","38,353,439,566,500","1.80","213,668,187","66,415,221","31.08",
9,006400,삼성SDI,"538,000","-14,000","-2.5","790,975","431,013,152,000","561,000","563,000","531,000","36,995,317,140,000","1.73","68,764,530","30,043,471","43.69",
10,035720,카카오,"367,000","-6,000","-1.6","703,279","259,378,950,500","377,500","377,500","366,000","32,398,614,668,000","1.52","88,279,604","28,442,123","32.22",
11,051900,LG생활건강,"1,548,000","4,000","0.3","33,981","52,821,036,000","1,543,000","1,564,000","1,540,000","24,176,968,956,000","1.13","15,618,197","7,137,220","45.70",
12,000270,기아차,"59,000","-800","-1.3","1,948,846","115,597,323,400","59,800","60,300","58,300","23,916,437,473,000","1.12","405,363,347","153,695,873","37.92",
13,012330,현대모비스,"247,500","1,000","0.4","420,753","104,476,023,500","248,000","252,000","244,500","23,526,036,765,000","1.10","95,054,694","41,251,973","43.40",
14,028260,삼성물산,"123,500","-2,000","-1.6","735,695","91,644,147,000","126,000","126,500","121,500","23,080,554,503,500","1.08","186,887,081","26,853,394","14.37",
15,005490,POSCO,"245,000","500","0.2","388,204","95,533,240,500","247,500","249,500","243,500","21,360,774,575,000","1.00","87,186,835","44,574,788","51.13",
16,105560,KB금융,"48,300","1,900","4.1","3,209,922","153,669,229,700","47,000","48,400","46,900","20,083,522,536,000","0.94","415,807,920","275,428,403","66.24",
17,017670,SK텔레콤,"229,000","-3,000","-1.3","384,102","88,563,343,000","232,500","233,500","228,000","18,490,767,819,000","0.87","80,745,711","27,472,488","34.02",
18,055550,신한지주,"34,650","750","2.2","4,045,356","140,228,908,950","34,500","35,000","34,100","17,897,654,832,750","0.84","516,526,835","299,804,704","58.04",
19,036570,엔씨소프트,"805,000","-15,000","-1.8","116,634","94,792,557,000","820,000","822,000","805,000","17,672,987,710,000","0.83","21,954,022","10,552,536","48.07",
