순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"78,700","900","1.2","40,085,044","3,172,810,866,091","79,000","80,100","78,200","469,821,886,685,000","20.30","5,969,782,550","3,332,143,450","55.82",2531
2,000660,SK하이닉스,"115,500","-2,500","-2.1","4,825,132","567,198,040,500","119,000","119,500","115,000","84,084,273,157,500","3.63","728,002,365","361,683,744","49.68",
3,005935,삼성전자우,"72,900","100","0.1","8,145,726","597,831,625,600","74,000","74,800","72,800","59,988,440,430,000","2.59","822,886,700","675,105,949","82.04",
4,051910,LG화학,"814,000","-4,000","-0.5","264,888","215,888,124,000","818,000","824,000","807,000","57,462,167,202,000","2.48","70,592,343","30,013,161","42.52",
5,207940,삼성바이오로직스,"789,000","-5,000","-0.6","190,178","151,103,962,000","797,000","805,000","788,000","52,204,185,000,000","2.26","66,165,000","6,852,533","10.36",
6,035420,NAVER,"281,000","-1,000","-0.4","537,848","151,110,988,500","282,000","282,500","280,000","46,158,013,995,000","1.99","164,263,395","91,355,222","55.62",
7,068270,셀트리온,"333,500","-14,000","-4.0","7,295,632","2,493,305,878,500","349,500","360,000","324,000","45,021,767,967,500","1.95","134,997,805","28,611,506","21.19",
8,005380,현대차,"189,500","2,500","1.3","2,410,348","458,917,420,000","189,000","193,000","187,500","40,490,121,436,500","1.75","213,668,187","65,413,274","30.61",
9,006400,삼성SDI,"559,000","-4,000","-0.7","315,619","176,409,900,000","561,000","563,000","556,000","38,439,372,270,000","1.66","68,764,530","30,353,806","44.14",
10,035720,카카오,"373,000","-1,000","-0.3","646,464","240,856,374,500","374,500","377,000","369,500","32,986,835,388,000","1.43","88,436,556","28,190,178","31.88",
11,028260,삼성물산,"140,000","1,000","0.7","1,442,042","200,519,240,500","140,000","140,500","138,000","26,164,191,340,000","1.13","186,887,081","26,185,843","14.01",
12,051900,LG생활건강,"1,638,000","13,000","0.8","24,302","39,464,822,000","1,625,000","1,638,000","1,610,000","25,582,606,686,000","1.11","15,618,197","7,109,834","45.52",
13,000270,기아차,"62,800","1,100","1.8","2,282,079","142,963,489,400","62,200","63,700","61,700","25,456,818,191,600","1.10","405,363,347","151,524,106","37.38",
14,091990,셀트리온헬스케어,"160,500","-7,500","-4.5","11,782,710","1,971,828,175,900","169,800","177,900","157,700","24,365,476,431,000","1.05","151,809,822","25,977,777","17.11",
15,005490,POSCO,"273,500","2,500","0.9","298,774","81,212,304,500","273,000","274,000","269,500","23,845,599,372,500","1.03","87,186,835","44,148,908","50.64",
16,012330,현대모비스,"250,000","-1,000","-0.4","331,309","83,005,653,000","250,500","252,500","248,500","23,763,673,500,000","1.03","95,054,694","40,956,786","43.09",
17,066570,LG전자,"124,500","12,500","11.2","21,982,050","2,805,020,030,500","114,500","136,500","113,000","20,374,152,843,000","0.88","163,647,814","59,303,104","36.24",
18,017670,SK텔레콤,"247,000","0","0.0","517,076","127,681,560,500","248,500","248,500","246,000","19,944,190,617,000","0.86","80,745,711","27,408,854","33.94",
19,036570,엔씨소프트,"898,000","1,000","0.1","112,704","100,888,538,000","898,000","903,000","888,000","19,714,711,756,000","0.85","21,954,022","10,675,096","48.62",
20,105560,KB금융,"45,600","150","0.3","1,819,112","82,717,639,750","45,650","45,750","45,200","18,960,841,152,000","0.82","415,807,920","271,537,697","65.30",
21,015760,한국전력,"27,050","50","0.2","5,916,525","159,989,715,400","27,300","27,500","26,800","17,365,128,282,850","0.75","641,964,077","109,953,225","17.13",
22,055550,신한지주,"33,500","200","0.6","3,722,780","124,389,512,750","33,450","33,650","33,300","17,303,648,972,500","0.75","516,526,835","295,161,548","57.14",
23,034730,SK,"240,000","-2,000","-0.8","262,582","62,987,547,000","242,500","243,000","238,500","16,886,471,280,000","0.73","70,360,297","15,062,532","21.41",
24,096770,SK이노베이션,"178,000","-2,500","-1.4","639,637","113,855,630,000","181,000","181,000","176,000","16,458,870,392,000","0.71","92,465,564","22,415,454","24.24",
25,032830,삼성생명,"81,400","-700","-0.8","1,203,796","99,044,708,500","83,400","84,200","81,100","16,280,000,000,000","0.70","200,000,000","24,024,514","12.01",
26,003550,LG,"87,600","2,600","3.1","1,378,259","121,549,143,900","85,900","90,600","85,100","15,116,004,675,600","0.65","172,557,131","58,966,441","34.17",
27,018260,삼성에스디에스,"178,000","-1,500","-0.8","188,655","33,639,174,000","179,500","180,000","177,500","13,773,248,400,000","0.60","77,377,800","8,912,789","11.52",
28,326030,SK바이오팜,"167,500","-3,500","-2.0","214,254","36,017,120,000","172,000","172,000","167,000","13,117,469,375,000","0.57","78,313,250","4,011,740","5.12",
29,009150,삼성전기,"167,500","0","0.0","689,231","116,348,148,000","168,000","171,500","166,500","12,511,194,080,000","0.54","74,693,696","25,474,806","34.11",
30,033780,KT&G,"88,600","200","0.2","1,889,488","167,356,295,500","88,900","89,000","88,300","12,164,115,234,200","0.53","137,292,497","55,284,231","40.27",
31,090430,아모레퍼시픽,"201,000","-1,500","-0.7","214,570","42,865,678,500","202,500","203,000","197,500","11,750,156,490,000","0.51","58,458,490","18,841,270","32.23",
32,086790,하나금융지주,"35,850","50","0.1","2,430,080","87,047,218,450","36,000","36,150","35,700","10,763,677,922,700","0.47","300,242,062","195,170,965","65.00",
33,251270,넷마블,"124,500","-500","-0.4","292,295","36,197,626,500","124,500","125,000","122,500","10,687,740,223,500","0.46","85,845,303","19,323,667","22.51",
34,000810,삼성화재,"196,000","500","0.3","234,055","45,685,946,500","196,500","197,000","194,000","9,285,468,052,000","0.40","47,374,837","21,097,242","44.53",
35,068760,셀트리온제약,"257,300","17,300","7.2","5,785,386","1,481,021,778,500","245,400","274,200","242,000","9,214,076,900,100","0.40","35,810,637","3,241,914","9.05",
36,011170,롯데케미칼,"265,500","500","0.2","161,244","42,778,573,500","266,000","267,500","263,500","9,100,123,744,500","0.39","34,275,419","9,045,538","26.39",
37,018880,한온시스템,"15,950","50","0.3","1,084,051","17,244,094,750","15,950","16,150","15,700","8,514,110,000,000","0.37","533,800,000","108,847,269","20.39",
38,010130,고려아연,"416,000","3,000","0.7","71,771","29,631,655,000","415,500","416,000","409,500","7,849,920,000,000","0.34","18,870,000","4,467,406","23.67",
39,010950,S-Oil,"68,100","-900","-1.3","385,786","26,306,738,600","68,700","68,900","67,700","7,666,888,135,200","0.33","112,582,792","85,232,162","75.71",
40,009540,한국조선해양,"106,500","-1,500","-1.4","351,891","37,505,953,000","108,500","108,500","105,500","7,537,336,854,000","0.33","70,773,116","11,551,800","16.32",
41,316140,우리금융지주,"10,150","0","0.0","4,970,135","50,670,466,100","10,200","10,300","10,100","7,331,016,982,450","0.32","722,267,683","180,220,264","24.95",
42,009830,한화솔루션,"45,050","-600","-1.3","2,639,506","118,931,526,050","45,900","46,100","44,500","7,201,895,589,850","0.31","159,864,497","30,440,430","19.04",
43,024110,기업은행,"9,480","30","0.3","6,854,351","64,973,755,030","9,500","9,530","9,450","7,002,538,132,800","0.30","738,664,360","75,052,151","10.16",
44,086280,현대글로비스,"179,000","-3,000","-1.6","241,282","43,356,277,500","180,500","181,500","178,000","6,712,500,000,000","0.29","37,500,000","13,288,869","35.44",
45,030200,KT,"25,500","50","0.2","2,576,761","65,602,416,950","25,550","25,600","25,350","6,658,351,104,000","0.29","261,111,808","115,123,619","44.09",
46,034220,LG디스플레이,"18,050","200","1.1","9,528,001","175,046,846,950","17,950","18,750","17,950","6,458,573,385,000","0.28","357,815,700","84,708,964","23.67",
47,003670,포스코케미칼,"103,500","-1,000","-1.0","535,222","55,177,031,500","104,500","105,500","102,000","6,312,280,770,000","0.27","60,988,220","4,464,655","7.32",
48,006800,미래에셋대우,"9,490","-140","-1.4","2,886,594","27,542,101,650","9,670","9,690","9,460","6,124,052,711,920","0.26","645,316,408","91,462,371","14.17",
49,019170,신풍제약,"112,500","-6,500","-5.5","5,033,466","601,286,529,500","118,500","126,000","112,000","5,960,811,375,000","0.26","52,984,990","6,648,127","12.55",
50,097950,CJ제일제당,"382,500","0","0.0","66,282","25,388,487,000","383,500","387,000","380,500","5,758,226,145,000","0.25","15,054,186","3,643,290","24.20",
51,352820,빅히트,"156,500","-1,500","-1.0","115,532","18,028,974,500","158,500","159,000","155,000","5,575,118,440,000","0.24","35,623,760","1,258,272","3.53",
52,021240,코웨이,"72,700","300","0.4","174,719","12,644,078,800","72,200","72,900","71,800","5,365,232,301,300","0.23","73,799,619","44,518,446","60.32",
53,032640,LG유플러스,"12,000","-100","-0.8","5,553,401","67,084,807,050","12,150","12,250","11,950","5,239,336,332,000","0.23","436,611,361","132,753,275","30.41",
54,000100,유한양행,"76,600","3,100","4.2","1,034,267","77,752,110,800","74,200","76,900","73,500","5,121,231,646,000","0.22","66,856,810","13,910,494","20.81",
55,004020,현대제철,"38,250","-50","-0.1","827,992","31,754,309,550","38,800","38,800","38,000","5,104,301,276,250","0.22","133,445,785","25,883,717","19.40",
56,161390,한국타이어앤테크놀로지,"40,850","1,200","3.0","307,159","12,362,370,750","39,750","41,000","39,550","5,060,296,568,650","0.22","123,875,069","47,811,066","38.60",
57,267250,현대중공업지주,"318,500","5,000","1.6","148,954","47,228,062,500","318,500","319,000","314,000","5,031,859,514,500","0.22","15,798,617","2,719,041","17.21",
58,035250,강원랜드,"23,150","50","0.2","971,476","22,404,204,550","23,200","23,350","22,900","4,952,722,575,000","0.21","213,940,500","47,488,079","22.20",
59,271560,오리온,"123,000","-2,000","-1.6","98,479","12,087,883,500","125,500","126,000","122,000","4,862,944,236,000","0.21","39,536,132","16,544,852","41.85",
60,034020,두산중공업,"12,850","-500","-3.8","4,876,853","63,150,811,000","13,450","13,500","12,700","4,814,083,008,500","0.21","374,636,810","41,904,093","11.19",
61,096530,씨젠,"176,800","-10,900","-5.8","1,150,620","208,870,520,500","189,000","189,400","176,800","4,638,174,736,000","0.20","26,234,020","4,708,008","17.95",
62,028300,에이치엘비,"87,300","-1,800","-2.0","1,953,704","173,177,292,600","89,300","91,100","87,100","4,624,272,357,300","0.20","52,969,901","6,322,388","11.94",
63,003490,대한항공,"26,350","-550","-2.0","1,828,094","48,139,082,650","26,500","26,600","26,000","4,590,425,937,550","0.20","174,209,713","21,405,631","12.29",
64,008930,한미사이언스,"68,000","-1,200","-1.7","311,588","21,396,453,300","68,500","70,500","67,400","4,488,758,132,000","0.19","66,011,149","1,135,295","1.72",
65,071050,한국금융지주,"80,000","0","0.0","416,592","33,223,217,600","80,800","80,800","78,700","4,458,079,360,000","0.19","55,725,992","16,654,901","29.89",
66,285130,SK케미칼,"378,000","1,500","0.4","394,804","152,299,711,000","385,000","397,500","376,000","4,438,247,688,000","0.19","11,741,396","1,993,599","16.98",
67,002790,아모레G,"53,500","-300","-0.6","89,638","4,779,917,300","53,800","53,800","52,800","4,411,512,630,000","0.19","82,458,180","16,097,415","19.52",
68,010140,삼성중공업,"6,920","-10","-0.1","7,644,014","52,833,932,260","6,950","7,000","6,860","4,359,600,000,000","0.19","630,000,000","96,447,577","15.31",
69,011070,LG이노텍,"180,500","6,500","3.7","771,237","140,529,714,500","176,500","186,500","175,500","4,271,912,813,500","0.18","23,667,107","8,001,918","33.81",
70,196170,알테오젠,"152,000","-4,600","-2.9","1,937,668","302,346,673,400","160,000","163,100","150,900","4,268,600,800,000","0.18","28,082,900","5,830,495","20.76",
71,011200,HMM,"12,900","50","0.4","7,070,951","91,567,546,500","12,750","13,300","12,500","4,214,769,566,700","0.18","326,726,323","22,178,703","6.79",
72,011780,금호석유,"137,500","-1,000","-0.7","302,614","41,276,196,000","139,000","139,500","134,000","4,189,307,512,500","0.18","30,467,691","8,605,293","28.24",
73,139480,이마트,"149,500","-1,500","-1.0","158,601","23,823,602,000","151,000","152,000","149,500","4,167,434,940,500","0.18","27,875,819","8,780,878","31.50",
74,006280,녹십자,"354,000","-9,500","-2.6","313,630","112,430,951,000","363,500","369,000","350,500","4,137,034,452,000","0.18","11,686,538","2,235,160","19.13",
75,029780,삼성카드,"35,050","-200","-0.6","348,624","12,240,865,700","35,700","35,700","34,700","4,060,854,129,550","0.18","115,858,891","11,806,287","10.19",
76,000720,현대건설,"36,200","-450","-1.2","978,523","35,491,597,000","36,800","36,850","36,000","4,031,078,693,000","0.17","111,355,765","20,870,940","18.74",
77,180640,한진칼,"60,000","-500","-0.8","143,888","8,641,689,500","60,500","61,000","59,700","3,975,750,600,000","0.17","66,262,510","10,057,508","15.18",
78,088980,맥쿼리인프라,"11,250","50","0.4","2,939,222","32,918,268,500","11,200","11,250","11,150","3,926,748,780,000","0.17","349,044,336","50,404,667","14.44",
79,128940,한미약품,"330,000","-2,000","-0.6","71,426","23,680,831,000","330,500","337,000","328,000","3,908,199,570,000","0.17","11,843,029","1,629,589","13.76",
80,016360,삼성증권,"43,150","200","0.5","1,111,721","47,789,934,700","43,400","43,500","42,500","3,853,295,000,000","0.17","89,300,000","22,433,680","25.12",
