순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"73,800","0","0.0","17,512,081","1,291,858,716,200","74,100","74,500","73,400","440,569,952,190,000","19.26","5,969,782,550","3,344,767,532","56.03",2525
2,000660,SK하이닉스,"117,500","0","0.0","2,213,552","260,552,844,500","119,000","119,500","117,000","85,540,277,887,500","3.74","728,002,365","362,409,348","49.78",
3,051910,LG화학,"819,000","18,000","2.2","321,381","258,960,956,000","812,000","822,000","808,000","57,815,128,917,000","2.53","70,592,343","30,008,848","42.51",
4,005935,삼성전자우,"69,500","0","0.0","2,624,187","182,932,696,200","70,000","70,400","69,500","57,190,625,650,000","2.50","822,886,700","681,399,268","82.81",
5,207940,삼성바이오로직스,"807,000","7,000","0.9","108,007","87,038,974,000","801,000","816,000","794,000","53,395,155,000,000","2.33","66,165,000","6,730,103","10.17",
6,068270,셀트리온,"353,500","-6,500","-1.8","1,265,904","450,836,161,500","364,000","365,000","352,500","47,721,724,067,500","2.09","134,997,805","27,929,366","20.69",
7,035420,NAVER,"285,500","2,500","0.9","381,896","108,762,735,000","286,500","287,000","283,000","46,897,199,272,500","2.05","164,263,395","91,665,332","55.80",
8,005380,현대차,"190,000","1,500","0.8","1,268,117","241,898,197,500","190,000","193,500","189,500","40,596,955,530,000","1.77","213,668,187","65,271,345","30.55",
9,006400,삼성SDI,"564,000","12,000","2.2","365,414","204,693,150,000","560,000","564,000","554,000","38,783,194,920,000","1.70","68,764,530","30,178,665","43.89",
10,035720,카카오,"372,000","1,000","0.3","269,253","100,277,799,000","373,500","375,000","371,000","32,851,423,788,000","1.44","88,310,279","28,011,158","31.72",
11,051900,LG생활건강,"1,649,000","56,000","3.5","42,755","69,907,774,000","1,618,000","1,649,000","1,602,000","25,754,406,853,000","1.13","15,618,197","7,136,107","45.69",
12,000270,기아차,"62,500","500","0.8","1,363,821","85,493,672,700","62,000","63,400","62,000","25,335,209,187,500","1.11","405,363,347","152,232,337","37.55",
13,012330,현대모비스,"255,000","-4,000","-1.5","427,858","109,292,701,500","261,500","261,500","253,000","24,238,946,970,000","1.06","95,054,694","41,166,038","43.31",
14,091990,셀트리온헬스케어,"158,600","-3,700","-2.3","2,414,606","385,869,199,500","163,000","163,000","158,100","24,077,037,769,200","1.05","151,809,822","25,175,679","16.58",
15,028260,삼성물산,"128,500","0","0.0","441,141","56,810,198,500","129,500","130,500","128,000","24,014,989,908,500","1.05","186,887,081","26,178,065","14.01",
16,005490,POSCO,"271,500","2,500","0.9","281,044","76,417,545,000","271,500","274,000","270,000","23,671,225,702,500","1.03","87,186,835","44,363,758","50.88",
17,017670,SK텔레콤,"247,000","1,000","0.4","202,693","49,925,950,000","247,000","248,500","245,000","19,944,190,617,000","0.87","80,745,711","27,435,688","33.98",
18,105560,KB금융,"46,050","-250","-0.5","1,440,874","66,327,631,300","46,500","46,600","45,800","19,147,954,716,000","0.84","415,807,920","273,250,389","65.72",
19,036570,엔씨소프트,"868,000","-7,000","-0.8","72,835","63,395,062,000","872,000","884,000","866,000","19,056,091,096,000","0.83","21,954,022","10,588,444","48.23",
20,096770,SK이노베이션,"189,000","4,500","2.4","721,606","135,226,522,500","187,000","189,500","184,000","17,475,991,596,000","0.76","92,465,564","22,248,200","24.06",
21,055550,신한지주,"33,700","150","0.4","1,936,781","65,135,979,500","33,750","33,900","33,450","17,406,954,339,500","0.76","516,526,835","297,218,559","57.54",
22,034730,SK,"241,000","-3,500","-1.4","213,065","51,547,077,000","245,500","246,000","240,500","16,956,831,577,000","0.74","70,360,297","15,094,192","21.45",
23,066570,LG전자,"97,300","3,900","4.2","1,785,477","172,511,782,300","94,200","97,500","94,200","15,922,932,302,200","0.70","163,647,814","59,479,455","36.35",
24,032830,삼성생명,"76,100","1,900","2.6","468,192","35,407,494,900","75,200","76,300","74,600","15,220,000,000,000","0.67","200,000,000","24,149,089","12.07",
25,015760,한국전력,"23,600","-400","-1.7","4,443,511","105,711,649,800","24,250","24,300","23,500","15,150,352,217,200","0.66","641,964,077","108,183,204","16.85",
26,018260,삼성에스디에스,"178,500","-1,000","-0.6","187,127","33,479,363,000","181,000","181,500","177,500","13,811,937,300,000","0.60","77,377,800","9,178,281","11.86",
27,326030,SK바이오팜,"174,500","3,000","1.8","159,569","27,627,849,500","172,000","174,500","171,500","13,665,662,125,000","0.60","78,313,250","3,484,130","4.45",
28,003550,LG,"78,900","900","1.2","519,388","40,973,185,300","79,400","79,400","78,400","13,614,757,635,900","0.60","172,557,131","59,840,375","34.68",
29,009150,삼성전기,"169,500","3,500","2.1","608,735","103,047,477,500","168,000","170,000","167,500","12,660,581,472,000","0.55","74,693,696","25,634,263","34.32",
30,090430,아모레퍼시픽,"213,000","2,000","1.0","229,608","49,382,579,000","213,500","218,000","212,000","12,451,658,370,000","0.54","58,458,490","18,805,898","32.17",
31,033780,KT&G,"86,300","-100","-0.1","509,781","44,108,957,600","86,700","87,200","86,200","11,848,342,491,100","0.52","137,292,497","55,699,022","40.57",
32,251270,넷마블,"127,000","0","0.0","183,083","23,282,002,000","127,500","128,000","126,500","10,902,220,385,000","0.48","85,844,255","19,215,774","22.38",
33,086790,하나금융지주,"36,150","-100","-0.3","1,396,148","50,366,515,600","36,450","36,500","35,850","10,853,750,541,300","0.47","300,242,062","195,277,461","65.04",
34,000810,삼성화재,"196,500","500","0.3","110,158","21,596,542,000","198,000","198,500","194,500","9,309,155,470,500","0.41","47,374,837","21,053,143","44.44",
35,011170,롯데케미칼,"271,000","-1,500","-0.6","172,891","47,235,592,500","276,500","277,000","270,000","9,288,638,549,000","0.41","34,275,419","9,112,797","26.59",
36,018880,한온시스템,"16,000","150","1.0","1,057,591","16,922,874,350","16,000","16,350","15,850","8,540,800,000,000","0.37","533,800,000","109,867,974","20.58",
37,068760,셀트리온제약,"233,500","-6,500","-2.7","1,514,194","359,705,245,500","243,000","243,300","232,200","8,361,783,739,500","0.37","35,810,637","3,027,728","8.45",
38,010950,S-Oil,"71,100","-900","-1.2","322,951","23,134,697,400","72,800","72,900","71,100","8,004,636,511,200","0.35","112,582,792","84,450,186","75.01",
39,009540,한국조선해양,"109,500","1,000","0.9","293,153","32,381,096,000","112,000","114,000","109,000","7,749,656,202,000","0.34","70,773,116","11,418,046","16.13",
40,009830,한화솔루션,"48,400","3,050","6.7","8,267,648","395,561,948,900","46,900","48,700","46,650","7,737,441,654,800","0.34","159,864,497","31,387,557","19.63",
41,019170,신풍제약,"146,000","-1,000","-0.7","2,509,924","365,585,906,000","151,000","152,000","141,000","7,735,808,540,000","0.34","52,984,990","5,945,040","11.22",
42,010130,고려아연,"399,500","1,500","0.4","36,470","14,562,924,000","400,000","400,500","398,500","7,538,565,000,000","0.33","18,870,000","4,486,525","23.78",
43,316140,우리금융지주,"10,050","50","0.5","1,223,598","12,342,234,000","10,100","10,150","10,050","7,258,790,214,150","0.32","722,267,683","182,253,228","25.23",
44,024110,기업은행,"9,450","100","1.1","1,995,011","18,816,968,220","9,410","9,480","9,380","6,980,378,202,000","0.31","738,664,360","75,659,532","10.24",
