순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"73,800","0","0.0","20,863,671","1,538,015,446,864","73,800","74,100","73,300","440,569,952,190,000","19.38","5,969,782,550","3,348,503,431","56.09",2524
2,000660,SK하이닉스,"117,500","500","0.4","2,755,902","321,349,838,500","118,500","118,500","115,000","85,540,277,887,500","3.76","728,002,365","362,455,903","49.79",
3,005935,삼성전자우,"69,500","-400","-0.6","5,241,742","364,719,426,400","69,800","70,300","68,800","57,190,625,650,000","2.52","822,886,700","682,507,928","82.94",
4,051910,LG화학,"801,000","8,000","1.0","300,410","240,190,000,000","802,000","804,000","794,000","56,544,466,743,000","2.49","70,592,343","29,970,011","42.46",
5,207940,삼성바이오로직스,"800,000","-12,000","-1.5","115,628","92,596,289,000","815,000","815,000","796,000","52,932,000,000,000","2.33","66,165,000","6,746,791","10.20",
6,068270,셀트리온,"360,000","2,500","0.7","2,434,131","856,013,207,500","360,000","362,000","341,500","48,599,209,800,000","2.14","134,997,805","28,013,923","20.75",
7,035420,NAVER,"283,000","-3,000","-1.0","491,995","139,876,084,000","286,500","287,500","282,500","46,486,540,785,000","2.04","164,263,395","91,638,604","55.79",
8,005380,현대차,"188,500","-500","-0.3","1,355,388","254,280,515,500","189,000","190,500","186,000","40,276,453,249,500","1.77","213,668,187","65,485,146","30.65",
9,006400,삼성SDI,"552,000","3,000","0.6","297,350","163,384,167,000","552,000","554,000","545,000","37,958,020,560,000","1.67","68,764,530","30,054,822","43.71",
10,035720,카카오,"371,000","-2,500","-0.7","393,157","145,962,371,500","373,500","375,500","369,000","32,763,113,509,000","1.44","88,310,279","28,009,441","31.72",
11,000270,기아차,"62,000","-1,200","-1.9","2,348,952","145,912,501,300","62,700","63,500","61,500","25,132,527,514,000","1.11","405,363,347","152,372,536","37.59",
12,051900,LG생활건강,"1,593,000","3,000","0.2","35,063","55,730,426,000","1,600,000","1,600,000","1,577,000","24,879,787,821,000","1.09","15,618,197","7,133,279","45.67",
13,091990,셀트리온헬스케어,"162,300","1,100","0.7","6,730,500","1,066,250,821,900","163,300","163,500","152,200","24,638,734,110,600","1.08","151,809,822","25,262,200","16.64",
