cd,dt,ncv,cv,cr,ov,hv,lv
KOSPI,20121129,1934.85,22.07,1.15,1922.86,1935.1,1922.51
KOSPI,20121128,1912.78,-12.42,-0.65,1916.31,1916.76,1906.2
KOSPI,20121127,1925.2,16.69,0.87,1917.14,1930.24,1913.97
KOSPI,20121126,1908.51,-2.82,-0.15,1918.01,1918.11,1905.95
KOSPI,20121123,1911.33,11.83,0.62,1901.73,1911.33,1894.58
KOSPI,20121122,1899.5,15.46,0.82,1894.66,1903.27,1893.18
KOSPI,20121121,1884.04,-6.14,-0.32,1895.72,1899.6,1878.25
KOSPI,20121120,1890.18,12.08,0.64,1896.58,1897.56,1886.34
KOSPI,20121119,1878.1,17.27,0.93,1869.76,1884.11,1869.23
KOSPI,20121116,1860.83,-9.89,-0.53,1865.81,1872.69,1856.81
KOSPI,20121115,1870.72,-23.32,-1.23,1870.29,1875.49,1859.79
KOSPI,20121114,1894.04,4.34,0.23,1891.45,1895.48,1880.61
KOSPI,20121113,1889.7,-11.17,-0.59,1904.19,1904.97,1881.85
KOSPI,20121112,1900.87,-3.54,-0.19,1899.3,1903.81,1892.68
KOSPI,20121109,1904.41,-10.0,-0.52,1893.09,1907.57,1879.06
KOSPI,20121108,1914.41,-23.14,-1.19,1912.64,1918.69,1905.62
KOSPI,20121107,1937.55,9.38,0.49,1933.79,1937.55,1916.81
KOSPI,20121106,1928.17,19.95,1.05,1911.83,1928.17,1908.49
KOSPI,20121105,1908.22,-10.5,-0.55,1905.46,1914.38,1903.32
KOSPI,20121102,1918.72,20.28,1.07,1920.55,1921.98,1915.11
KOSPI,20121101,1898.44,-13.62,-0.71,1903.57,1904.99,1887.56
KOSPI,20121031,1912.06,12.48,0.66,1912.83,1918.4,1909.08
KOSPI,20121030,1899.58,8.06,0.43,1894.05,1913.52,1893.75
KOSPI,20121029,1891.52,0.09,0.0,1901.83,1905.22,1884.77
KOSPI,20121026,1891.43,-33.07,-1.72,1917.64,1921.25,1890.15
KOSPI,20121025,1924.5,10.54,0.55,1906.91,1924.51,1904.95
KOSPI,20121024,1913.96,-12.85,-0.67,1907.16,1922.02,1901.62
KOSPI,20121023,1926.81,-14.78,-0.76,1943.79,1944.38,1926.81
KOSPI,20121022,1941.59,-2.25,-0.12,1910.98,1942.64,1910.23
KOSPI,20121019,1943.84,-15.28,-0.78,1954.33,1958.64,1938.96
KOSPI,20121018,1959.12,3.97,0.2,1960.39,1963.53,1954.1
KOSPI,20121017,1955.15,13.61,0.7,1955.78,1965.53,1949.71
KOSPI,20121016,1941.54,15.95,0.83,1942.51,1944.22,1931.09
KOSPI,20121015,1925.59,-7.67,-0.4,1927.82,1937.15,1921.32
KOSPI,20121012,1933.26,0.17,0.01,1937.85,1940.32,1927.39
KOSPI,20121011,1933.09,-15.13,-0.78,1934.49,1949.74,1919.82
KOSPI,20121010,1948.22,-30.82,-1.56,1961.9,1962.72,1948.22
KOSPI,20121009,1979.04,-2.85,-0.14,1982.09,1992.32,1979.0
KOSPI,20121008,1981.89,-13.28,-0.67,1994.05,1994.05,1979.24
KOSPI,20121005,1995.17,2.49,0.12,2004.62,2007.84,1991.21
KOSPI,20121004,1992.68,-3.35,-0.17,1998.73,1998.99,1983.03
KOSPI,20121002,1996.03,-0.18,-0.01,1998.52,2003.63,1995.12
KOSPI,20120928,1996.21,7.51,0.38,2000.01,2000.01,1988.41
KOSPI,20120927,1988.7,8.26,0.42,1969.65,1991.26,1969.6
KOSPI,20120926,1980.44,-10.97,-0.55,1973.11,1986.28,1968.85
KOSPI,20120925,1991.41,-12.03,-0.6,1994.08,2004.26,1988.88
KOSPI,20120924,2003.44,1.07,0.05,1996.42,2005.45,1977.7
KOSPI,20120921,2002.37,12.04,0.6,2000.05,2005.11,1991.56
KOSPI,20120920,1990.33,-17.55,-0.87,1997.65,2004.54,1987.94
KOSPI,20120919,2007.88,2.92,0.15,2000.2,2012.74,1993.91
KOSPI,20120918,2004.96,2.61,0.13,1998.3,2005.73,1995.83
KOSPI,20120917,2002.35,-5.23,-0.26,2005.54,2011.5,1997.79
KOSPI,20120914,2007.58,56.89,2.92,1994.42,2008.97,1991.13
KOSPI,20120913,1950.69,0.66,0.03,1948.27,1955.03,1938.74
KOSPI,20120912,1950.03,30.03,1.56,1931.44,1953.03,1927.75
KOSPI,20120911,1920.0,-4.7,-0.24,1920.46,1923.09,1912.47
KOSPI,20120910,1924.7,-4.88,-0.25,1934.63,1937.85,1924.7
KOSPI,20120907,1929.58,48.34,2.57,1918.36,1929.58,1915.56
KOSPI,20120906,1881.24,7.21,0.38,1881.54,1888.18,1873.49
KOSPI,20120905,1874.03,-33.1,-1.74,1894.7,1894.7,1874.03
KOSPI,20120904,1907.13,-5.58,-0.29,1911.47,1916.16,1906.22
KOSPI,20120903,1912.71,7.59,0.4,1909.06,1921.84,1885.03
KOSPI,20120831,1905.12,-1.26,-0.07,1897.16,1912.24,1896.84
KOSPI,20120830,1906.38,-22.16,-1.15,1922.82,1922.82,1897.07
KOSPI,20120829,1928.54,12.21,0.64,1920.49,1931.0,1914.82
KOSPI,20120828,1916.33,-1.54,-0.08,1922.02,1925.7,1910.58
KOSPI,20120827,1917.87,-1.94,-0.1,1909.02,1925.15,1907.5
KOSPI,20120824,1919.81,-22.73,-1.17,1921.08,1927.1,1913.75
KOSPI,20120823,1942.54,7.35,0.38,1934.56,1942.97,1924.5
KOSPI,20120822,1935.19,-8.03,-0.41,1939.6,1947.43,1917.48
KOSPI,20120821,1943.22,-3.09,-0.16,1954.51,1961.07,1942.61
KOSPI,20120820,1946.31,-0.23,-0.01,1944.67,1949.89,1938.25
KOSPI,20120817,1946.54,-11.37,-0.58,1964.07,1964.07,1941.79
KOSPI,20120816,1957.91,0.95,0.05,1956.35,1959.92,1947.26
KOSPI,20120814,1956.96,24.52,1.27,1942.61,1957.15,1939.45
KOSPI,20120813,1932.44,-13.96,-0.72,1945.33,1946.2,1932.4
KOSPI,20120810,1946.4,5.81,0.3,1937.89,1948.05,1933.93
KOSPI,20120809,1940.59,37.36,1.96,1907.13,1947.08,1907.13
KOSPI,20120808,1903.23,16.43,0.87,1896.58,1919.61,1896.56
KOSPI,20120807,1886.8,0.92,0.05,1883.82,1891.6,1881.66
KOSPI,20120806,1885.88,37.2,2.01,1883.62,1894.92,1881.86
KOSPI,20120803,1848.68,-20.72,-1.11,1846.58,1864.13,1843.87
KOSPI,20120802,1869.4,-10.53,-0.56,1883.68,1885.89,1864.86
KOSPI,20120801,1879.93,-2.06,-0.11,1870.58,1886.32,1867.28
KOSPI,20120731,1881.99,38.2,2.07,1845.46,1896.83,1842.51
KOSPI,20120730,1843.79,14.63,0.8,1847.01,1850.27,1841.4
KOSPI,20120727,1829.16,46.69,2.62,1812.98,1829.16,1805.92
KOSPI,20120726,1782.47,13.16,0.74,1778.01,1787.2,1766.81
KOSPI,20120725,1769.31,-24.62,-1.37,1760.22,1785.84,1758.99
KOSPI,20120724,1793.93,4.49,0.25,1784.47,1796.02,1781.6
KOSPI,20120723,1789.44,-33.49,-1.84,1799.24,1799.24,1780.01
KOSPI,20120720,1822.93,-0.03,0.0,1823.95,1830.26,1818.84
KOSPI,20120719,1822.96,28.05,1.56,1820.84,1830.09,1815.71
KOSPI,20120718,1794.91,-27.05,-1.48,1821.28,1827.95,1790.36
KOSPI,20120717,1821.96,4.17,0.23,1808.63,1835.64,1802.07
KOSPI,20120716,1817.79,4.9,0.27,1820.34,1821.84,1807.11
KOSPI,20120713,1812.89,27.5,1.54,1790.98,1820.66,1773.67
KOSPI,20120712,1785.39,-41.0,-2.24,1827.82,1830.77,1785.32
KOSPI,20120711,1826.39,-3.06,-0.17,1825.53,1827.6,1813.79
KOSPI,20120710,1829.45,-6.68,-0.36,1843.77,1845.94,1823.79
KOSPI,20120709,1836.13,-22.07,-1.19,1840.3,1844.32,1833.11
KOSPI,20120706,1858.2,-17.29,-0.92,1877.74,1880.36,1850.1
KOSPI,20120705,1875.49,1.04,0.06,1870.53,1878.13,1866.91
KOSPI,20120704,1874.45,6.63,0.35,1875.52,1881.68,1871.84
KOSPI,20120703,1867.82,16.17,0.87,1858.7,1871.08,1858.44
KOSPI,20120702,1851.65,-2.36,-0.13,1864.73,1865.93,1851.28
KOSPI,20120629,1854.01,34.83,1.91,1808.61,1854.01,1801.63
KOSPI,20120628,1819.18,1.53,0.08,1826.37,1827.35,1806.08
KOSPI,20120627,1817.65,-0.16,-0.01,1815.7,1821.47,1795.16
KOSPI,20120626,1817.81,-7.57,-0.41,1818.51,1826.66,1814.46
KOSPI,20120625,1825.38,-22.01,-1.19,1842.76,1842.76,1813.41
KOSPI,20120622,1847.39,-41.76,-2.21,1861.44,1863.57,1843.57
KOSPI,20120621,1889.15,-14.97,-0.79,1895.51,1900.44,1879.65
KOSPI,20120620,1904.12,12.35,0.65,1908.19,1908.19,1895.27
KOSPI,20120619,1891.77,0.06,0.0,1885.56,1895.32,1883.56
KOSPI,20120618,1891.71,33.55,1.81,1892.91,1901.11,1887.05
KOSPI,20120615,1858.16,-13.32,-0.71,1871.48,1871.48,1847.19
KOSPI,20120614,1871.48,12.16,0.65,1856.57,1871.48,1855.06
KOSPI,20120613,1859.32,4.58,0.25,1867.45,1867.45,1849.71
KOSPI,20120612,1854.74,-12.3,-0.66,1840.56,1857.93,1840.1
KOSPI,20120611,1867.04,31.4,1.71,1860.9,1869.33,1859.74
KOSPI,20120608,1835.64,-12.31,-0.67,1854.0,1854.59,1832.83
KOSPI,20120607,1847.95,46.1,2.56,1839.49,1853.2,1839.49
KOSPI,20120605,1801.85,18.72,1.05,1799.88,1806.11,1791.84
KOSPI,20120604,1783.13,-51.38,-2.8,1782.58,1794.02,1776.85
KOSPI,20120601,1834.51,-8.96,-0.49,1832.08,1842.0,1821.98
KOSPI,20120531,1843.47,-1.39,-0.08,1819.99,1843.49,1813.01
KOSPI,20120530,1844.86,-5.05,-0.27,1846.12,1846.6,1828.83
KOSPI,20120529,1849.91,25.74,1.41,1821.63,1851.94,1817.9
KOSPI,20120525,1824.17,9.7,0.53,1818.62,1831.78,1815.54
KOSPI,20120524,1814.47,5.85,0.32,1807.07,1816.98,1800.74
KOSPI,20120523,1808.62,-20.07,-1.1,1815.33,1815.33,1796.5
KOSPI,20120522,1828.69,29.56,1.64,1825.82,1831.06,1813.53
KOSPI,20120521,1799.13,16.67,0.94,1801.48,1804.48,1788.33
KOSPI,20120518,1782.46,-62.78,-3.4,1813.79,1813.79,1779.47
KOSPI,20120517,1845.24,4.71,0.26,1842.83,1856.34,1833.08
KOSPI,20120516,1840.53,-58.43,-3.08,1886.69,1889.29,1840.23
KOSPI,20120515,1898.96,-14.77,-0.77,1897.74,1904.99,1881.8
KOSPI,20120514,1913.73,-3.4,-0.18,1917.26,1921.65,1900.43
KOSPI,20120511,1917.13,-27.8,-1.43,1939.0,1939.0,1915.69
KOSPI,20120510,1944.93,-5.36,-0.27,1944.8,1951.51,1937.14
KOSPI,20120509,1950.29,-16.72,-0.85,1958.31,1962.04,1945.31
KOSPI,20120508,1967.01,10.57,0.54,1967.28,1969.64,1961.44
KOSPI,20120507,1956.44,-32.71,-1.64,1956.06,1960.51,1952.42
KOSPI,20120504,1989.15,-5.96,-0.3,1987.03,1992.1,1981.58
KOSPI,20120503,1995.11,-3.96,-0.2,1995.78,1998.9,1990.45
KOSPI,20120502,1999.07,17.08,0.86,1994.17,2001.11,1989.55
KOSPI,20120430,1981.99,6.64,0.34,1989.52,1991.12,1975.46
KOSPI,20120427,1975.35,11.31,0.58,1972.05,1983.26,1967.84
KOSPI,20120426,1964.04,2.06,0.1,1976.82,1979.43,1955.05
KOSPI,20120425,1961.98,-1.44,-0.07,1980.51,1980.51,1961.97
KOSPI,20120424,1963.42,-9.21,-0.47,1956.75,1972.24,1954.01
KOSPI,20120423,1972.63,-2.02,-0.1,1971.39,1980.94,1964.12
KOSPI,20120420,1974.65,-25.21,-1.26,1988.22,1988.22,1970.54
KOSPI,20120419,1999.86,-4.67,-0.23,2000.4,2008.82,1994.61
KOSPI,20120418,2004.53,19.23,0.97,2014.23,2014.95,2001.59
KOSPI,20120417,1985.3,-7.33,-0.37,1995.33,1999.5,1982.44
KOSPI,20120416,1992.63,-16.28,-0.81,1985.28,1998.35,1982.93
KOSPI,20120413,2008.91,22.28,1.12,2001.71,2011.37,1996.23
KOSPI,20120412,1986.63,-7.78,-0.39,1985.16,1986.63,1969.09
KOSPI,20120410,1994.41,-2.67,-0.13,2000.77,2011.27,1990.13
KOSPI,20120409,1997.08,-31.95,-1.57,2008.03,2009.36,1995.8
KOSPI,20120406,2029.03,0.26,0.01,2026.32,2033.49,2022.81
KOSPI,20120405,2028.77,10.16,0.5,2006.27,2030.69,1997.12
KOSPI,20120404,2018.61,-30.67,-1.5,2046.9,2048.11,2015.57
KOSPI,20120403,2049.28,19.99,0.99,2040.81,2051.8,2038.52
KOSPI,20120402,2029.29,15.25,0.76,2022.42,2031.79,2015.72
KOSPI,20120330,2014.04,-0.37,-0.02,2011.5,2018.09,2002.61
KOSPI,20120329,2014.41,-17.33,-0.85,2019.41,2025.23,2004.94
KOSPI,20120328,2031.74,-8.02,-0.39,2034.35,2038.45,2028.11
KOSPI,20120327,2039.76,20.57,1.02,2042.47,2043.75,2028.39
KOSPI,20120326,2019.19,-7.64,-0.38,2035.17,2041.05,2012.86
KOSPI,20120323,2026.83,0.71,0.04,2015.07,2029.77,2013.72
KOSPI,20120322,2026.12,-1.11,-0.05,2026.75,2031.42,2017.93
KOSPI,20120321,2027.23,-14.92,-0.73,2031.58,2039.8,2022.97
KOSPI,20120320,2042.15,-4.85,-0.24,2046.38,2055.34,2035.26
KOSPI,20120319,2047.0,12.56,0.62,2040.07,2050.87,2036.35
KOSPI,20120316,2034.44,-9.32,-0.46,2054.63,2054.99,2034.21
KOSPI,20120315,2043.76,-1.32,-0.06,2044.01,2050.48,2038.6
KOSPI,20120314,2045.08,20.04,0.99,2050.5,2057.28,2045.08
KOSPI,20120313,2025.04,22.54,1.13,2012.91,2028.98,2012.91
KOSPI,20120312,2002.5,-15.8,-0.78,2018.73,2019.14,2001.5
KOSPI,20120309,2018.3,17.54,0.88,2017.67,2022.95,2001.67
KOSPI,20120308,2000.76,18.61,0.94,1989.3,2004.72,1978.79
KOSPI,20120307,1982.15,-18.21,-0.91,1968.72,1987.97,1966.69
KOSPI,20120306,2000.36,-15.7,-0.78,2019.28,2023.83,1988.86
KOSPI,20120305,2016.06,-18.57,-0.91,2028.97,2030.57,2011.5
KOSPI,20120302,2034.63,4.38,0.22,2041.52,2046.82,2033.5
KOSPI,20120229,2030.25,26.56,1.33,2015.38,2033.63,2015.38
KOSPI,20120228,2003.69,12.53,0.63,1995.93,2006.26,1992.66
KOSPI,20120227,1991.16,-28.73,-1.42,2013.61,2013.69,1987.74
KOSPI,20120224,2019.89,12.09,0.6,2010.6,2019.9,1998.39
KOSPI,20120223,2007.8,-20.85,-1.03,2016.46,2016.46,2001.25
KOSPI,20120222,2028.65,4.41,0.22,2018.07,2028.93,2015.3
KOSPI,20120221,2024.24,-0.66,-0.03,2022.05,2030.46,2007.46
KOSPI,20120220,2024.9,1.43,0.07,2041.51,2047.43,2024.59
KOSPI,20120217,2023.47,26.02,1.3,2025.56,2031.4,2019.79
KOSPI,20120216,1997.45,-27.87,-1.38,2005.37,2012.44,1995.99
KOSPI,20120215,2025.32,22.68,1.13,2012.0,2026.75,2009.68
KOSPI,20120214,2002.64,-3.1,-0.15,1999.53,2008.65,1995.6
KOSPI,20120213,2005.74,12.03,0.6,2000.66,2010.66,1991.28
KOSPI,20120210,1993.71,-20.91,-1.04,2010.04,2011.52,1986.96
KOSPI,20120209,2014.62,10.89,0.54,1998.2,2014.62,1978.51
KOSPI,20120208,2003.73,22.14,1.12,1985.21,2003.73,1982.99
KOSPI,20120207,1981.59,8.46,0.43,1976.77,1983.82,1971.33
KOSPI,20120206,1973.13,0.79,0.04,1994.21,1996.05,1964.77
KOSPI,20120203,1972.34,-11.96,-0.6,1982.24,1982.62,1961.95
KOSPI,20120202,1984.3,25.06,1.28,1982.23,1993.88,1977.32
KOSPI,20120201,1959.24,3.45,0.18,1948.57,1969.8,1947.46
KOSPI,20120131,1955.79,15.24,0.79,1943.25,1960.44,1936.68
KOSPI,20120130,1940.55,-24.28,-1.24,1956.63,1961.6,1936.14
KOSPI,20120127,1964.83,7.65,0.39,1960.7,1966.2,1949.46
KOSPI,20120126,1957.18,4.95,0.25,1959.19,1962.71,1949.51
KOSPI,20120125,1952.23,2.34,0.12,1947.74,1973.35,1945.14
KOSPI,20120120,1949.89,34.92,1.82,1922.13,1952.09,1922.13
KOSPI,20120119,1914.97,22.58,1.19,1912.43,1914.98,1902.02
KOSPI,20120118,1892.39,-0.35,-0.02,1891.17,1898.7,1884.33
KOSPI,20120117,1892.74,33.47,1.8,1878.16,1892.76,1878.16
KOSPI,20120116,1859.27,-16.41,-0.87,1860.77,1863.32,1843.86
KOSPI,20120113,1875.68,11.11,0.6,1865.72,1881.84,1861.53
KOSPI,20120112,1864.57,19.02,1.03,1853.1,1864.57,1837.96
KOSPI,20120111,1845.55,-7.67,-0.41,1857.54,1857.82,1843.12
KOSPI,20120110,1853.22,26.73,1.46,1841.13,1859.55,1840.47
KOSPI,20120109,1826.49,-16.65,-0.9,1832.04,1832.04,1810.48
KOSPI,20120106,1843.14,-20.6,-1.11,1867.12,1867.12,1824.29
KOSPI,20120105,1863.74,-2.48,-0.13,1869.42,1875.97,1860.57
KOSPI,20120104,1866.22,-9.19,-0.49,1883.48,1884.69,1866.22
KOSPI,20120103,1875.41,49.04,2.69,1846.56,1875.41,1846.56
KOSPI,20120102,1826.37,0.63,0.03,1831.69,1837.81,1814.55
KOSPI,20111229,1825.74,0.62,0.03,1815.63,1835.19,1806.88
KOSPI,20111228,1825.12,-16.9,-0.92,1833.26,1833.26,1817.97
KOSPI,20111227,1842.02,-14.68,-0.79,1856.78,1864.71,1813.48
KOSPI,20111226,1856.7,-10.52,-0.56,1873.07,1873.79,1851.99
KOSPI,20111223,1867.22,19.73,1.07,1861.07,1872.31,1859.4
KOSPI,20111222,1847.49,-0.92,-0.05,1841.23,1847.49,1835.91
KOSPI,20111221,1848.41,55.35,3.09,1837.99,1850.67,1831.26
KOSPI,20111220,1793.06,16.13,0.91,1791.62,1797.59,1780.1
KOSPI,20111219,1776.93,-63.03,-3.43,1829.49,1829.49,1750.6
KOSPI,20111216,1839.96,20.85,1.15,1827.83,1842.94,1823.68
KOSPI,20111215,1819.11,-38.64,-2.08,1834.82,1840.94,1817.61
KOSPI,20111214,1857.75,-6.31,-0.34,1852.2,1864.79,1851.89
KOSPI,20111213,1864.06,-35.7,-1.88,1877.4,1880.4,1863.77
KOSPI,20111212,1899.76,25.01,1.33,1902.75,1903.19,1890.18
KOSPI,20111209,1874.75,-37.64,-1.97,1883.86,1894.59,1872.67
KOSPI,20111208,1912.39,-7.03,-0.37,1911.07,1925.56,1898.34
KOSPI,20111207,1919.42,16.6,0.87,1914.5,1921.52,1904.52
KOSPI,20111206,1902.82,-20.08,-1.04,1914.49,1920.7,1892.01
KOSPI,20111205,1922.9,6.86,0.36,1928.46,1929.18,1911.61
KOSPI,20111202,1916.04,-0.14,-0.01,1914.41,1920.64,1905.69
KOSPI,20111201,1916.18,68.67,3.72,1911.5,1926.33,1908.33
KOSPI,20111130,1847.51,-9.01,-0.49,1847.17,1858.1,1838.7
KOSPI,20111129,1856.52,41.24,2.27,1828.3,1856.76,1823.93
KOSPI,20111128,1815.28,38.88,2.19,1804.8,1816.65,1795.39
KOSPI,20111125,1776.4,-18.66,-1.04,1780.06,1790.81,1766.73
KOSPI,20111124,1795.06,11.96,0.67,1775.82,1800.01,1769.43
KOSPI,20111123,1783.1,-43.18,-2.36,1820.86,1820.86,1780.24
KOSPI,20111122,1826.28,6.25,0.34,1798.41,1830.84,1797.93
KOSPI,20111121,1820.03,-19.14,-1.04,1833.9,1833.9,1811.69
KOSPI,20111118,1839.17,-37.5,-2.0,1839.63,1850.04,1832.17
KOSPI,20111117,1876.67,20.6,1.11,1862.87,1876.88,1835.73
KOSPI,20111116,1856.07,-30.05,-1.59,1898.14,1911.33,1853.13
KOSPI,20111115,1886.12,-16.69,-0.88,1888.67,1900.58,1878.42
KOSPI,20111114,1902.81,39.36,2.11,1889.33,1907.62,1889.33
KOSPI,20111111,1863.45,50.2,2.77,1840.98,1863.46,1823.87
KOSPI,20111110,1813.25,-94.28,-4.94,1860.96,1862.27,1813.25
KOSPI,20111109,1907.53,4.39,0.23,1925.86,1929.65,1897.47
KOSPI,20111108,1903.14,-15.96,-0.83,1927.89,1928.07,1900.09
KOSPI,20111107,1919.1,-9.31,-0.48,1932.95,1932.95,1915.38
KOSPI,20111104,1928.41,58.45,3.13,1911.56,1929.01,1906.33
KOSPI,20111103,1869.96,-28.05,-1.48,1895.14,1895.14,1863.57
KOSPI,20111102,1898.01,-11.62,-0.61,1870.51,1899.35,1859.83
KOSPI,20111101,1909.63,0.6,0.03,1891.22,1925.08,1891.22
KOSPI,20111031,1909.03,-20.45,-1.06,1922.31,1941.32,1902.04
KOSPI,20111028,1929.48,7.44,0.39,1961.09,1963.74,1920.81
KOSPI,20111027,1922.04,27.73,1.46,1906.16,1923.98,1891.23
KOSPI,20111026,1894.31,5.66,0.3,1871.69,1896.02,1864.99
KOSPI,20111025,1888.65,-9.67,-0.51,1900.99,1905.78,1883.68
KOSPI,20111024,1898.32,59.94,3.26,1858.26,1898.32,1858.23
KOSPI,20111021,1838.38,33.29,1.84,1831.89,1843.51,1809.42
KOSPI,20111020,1805.09,-50.83,-2.74,1857.46,1870.5,1804.11
KOSPI,20111019,1855.92,17.02,0.93,1851.84,1855.93,1834.38
KOSPI,20111018,1838.9,-26.28,-1.41,1826.44,1845.18,1822.91
KOSPI,20111017,1865.18,29.78,1.62,1855.72,1865.18,1845.43
KOSPI,20111014,1835.4,12.3,0.67,1816.19,1839.19,1803.42
KOSPI,20111013,1823.1,13.6,0.75,1831.95,1837.49,1823.1
KOSPI,20111012,1809.5,14.48,0.81,1789.65,1810.51,1778.97
KOSPI,20111011,1795.02,28.58,1.62,1810.36,1811.14,1792.78
KOSPI,20111010,1766.44,6.67,0.38,1763.3,1783.37,1761.68
KOSPI,20111007,1759.77,49.45,2.89,1751.55,1765.43,1747.42
KOSPI,20111006,1710.32,43.8,2.63,1714.84,1733.7,1707.77
KOSPI,20111005,1666.52,-39.67,-2.33,1718.52,1718.52,1659.31
KOSPI,20111004,1706.19,-63.46,-3.59,1683.94,1706.45,1658.06
KOSPI,20110930,1769.65,0.36,0.02,1759.52,1774.29,1742.89
KOSPI,20110929,1769.29,46.2,2.68,1713.1,1769.75,1706.9
KOSPI,20110928,1723.09,-12.62,-0.73,1751.04,1762.67,1723.08
KOSPI,20110927,1735.71,83.0,5.02,1704.25,1735.71,1695.05
KOSPI,20110926,1652.71,-44.73,-2.64,1720.5,1721.03,1644.11
KOSPI,20110923,1697.44,-103.11,-5.73,1736.38,1743.49,1697.39
KOSPI,20110922,1800.55,-53.73,-2.9,1807.24,1819.81,1785.69
KOSPI,20110921,1854.28,16.31,0.89,1842.17,1869.77,1831.95
KOSPI,20110920,1837.97,17.03,0.94,1819.84,1840.73,1793.75
KOSPI,20110919,1820.94,-19.16,-1.04,1818.9,1839.82,1813.1
KOSPI,20110916,1840.1,66.02,3.72,1819.45,1844.52,1807.62
KOSPI,20110915,1774.08,24.92,1.42,1797.18,1806.63,1742.91
KOSPI,20110914,1749.16,-63.77,-3.52,1804.09,1807.47,1743.78
KOSPI,20110909,1812.93,-33.71,-1.83,1817.1,1847.05,1812.9
KOSPI,20110908,1846.64,13.18,0.72,1858.05,1858.05,1826.44
KOSPI,20110907,1833.46,66.75,3.78,1811.6,1833.54,1798.79
KOSPI,20110906,1766.71,-19.12,-1.07,1752.98,1790.47,1744.03
KOSPI,20110905,1785.83,-81.92,-4.39,1829.3,1829.75,1785.82
KOSPI,20110902,1867.75,-12.95,-0.69,1872.62,1890.86,1853.7
KOSPI,20110901,1880.7,0.59,0.03,1887.21,1928.4,1877.4
KOSPI,20110831,1880.11,36.29,1.97,1846.89,1880.11,1837.82
KOSPI,20110830,1843.82,14.32,0.78,1853.77,1863.51,1835.65
KOSPI,20110829,1829.5,50.55,2.84,1807.6,1836.66,1787.29
KOSPI,20110826,1778.95,14.37,0.81,1754.39,1782.9,1754.39
KOSPI,20110825,1764.58,9.8,0.56,1791.08,1803.77,1762.79
KOSPI,20110824,1754.78,-21.9,-1.23,1788.39,1799.11,1744.07
KOSPI,20110823,1776.68,65.98,3.86,1735.23,1781.92,1719.97
KOSPI,20110822,1710.7,-34.18,-1.96,1756.59,1763.64,1704.54
KOSPI,20110819,1744.88,-115.7,-6.22,1789.78,1797.18,1744.86
KOSPI,20110818,1860.58,-32.09,-1.7,1891.82,1894.94,1833.34
KOSPI,20110817,1892.67,12.8,0.68,1868.85,1906.61,1868.6
KOSPI,20110816,1879.87,86.56,4.83,1850.53,1879.87,1848.82
KOSPI,20110812,1793.31,-24.13,-1.33,1844.13,1847.12,1788.97
KOSPI,20110811,1817.44,11.2,0.62,1733.92,1832.48,1733.92
KOSPI,20110810,1806.24,4.89,0.27,1877.4,1877.4,1802.29
KOSPI,20110809,1801.35,-68.1,-3.64,1807.88,1828.63,1684.68
KOSPI,20110808,1869.45,-74.3,-3.82,1916.57,1939.92,1800.0
KOSPI,20110805,1943.75,-74.72,-3.7,1937.17,1966.73,1920.67
KOSPI,20110804,2018.47,-47.79,-2.31,2067.17,2071.03,2015.23
KOSPI,20110803,2066.26,-55.01,-2.59,2079.19,2080.76,2056.53
KOSPI,20110802,2121.27,-51.04,-2.35,2152.85,2155.44,2114.75
KOSPI,20110801,2172.31,39.1,1.83,2160.09,2173.28,2158.24
KOSPI,20110729,2133.21,-22.64,-1.05,2159.27,2159.27,2133.21
KOSPI,20110728,2155.85,-18.46,-0.85,2138.61,2160.44,2138.61
KOSPI,20110727,2174.31,5.61,0.26,2152.66,2174.73,2151.84
KOSPI,20110726,2168.7,18.22,0.85,2163.08,2168.7,2148.22
KOSPI,20110725,2150.48,-20.75,-0.96,2154.0,2158.35,2146.99
KOSPI,20110722,2171.23,26.19,1.22,2162.0,2171.24,2153.49
KOSPI,20110721,2145.04,-9.91,-0.46,2153.94,2155.49,2135.66
KOSPI,20110720,2154.95,24.74,1.16,2158.88,2164.22,2149.25
KOSPI,20110719,2130.21,-0.27,-0.01,2127.13,2140.44,2123.43
KOSPI,20110718,2130.48,-14.72,-0.69,2149.97,2149.97,2121.73
KOSPI,20110715,2145.2,15.13,0.71,2123.57,2145.2,2123.0
