순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"71,700","-1,200","-1.6","25,000,338","1,804,281,313,280","72,200","72,900","71,600","428,033,408,835,000","19.26","5,969,782,550","3,364,206,224","56.35",2518
2,000660,SK하이닉스,"115,000","-3,000","-2.5","4,536,460","524,960,729,736","118,000","118,000","114,000","83,720,271,975,000","3.77","728,002,365","365,860,229","50.26",
3,051910,LG화학,"811,000","-5,000","-0.6","389,335","317,571,059,920","816,000","830,000","805,000","57,250,390,173,000","2.58","70,592,343","30,070,160","42.60",
4,207940,삼성바이오로직스,"828,000","-52,000","-5.9","400,980","338,952,737,000","872,000","873,000","828,000","54,784,620,000,000","2.46","66,165,000","6,683,041","10.10",
5,005935,삼성전자우,"65,800","-900","-1.4","4,599,768","303,968,929,985","66,300","66,600","65,700","54,145,944,860,000","2.44","822,886,700","690,524,539","83.91",
6,068270,셀트리온,"350,000","-53,500","-13.3","4,600,980","1,728,913,283,500","396,000","402,500","347,000","47,249,231,750,000","2.13","134,997,805","28,354,636","21.00",
7,035420,NAVER,"285,000","-4,500","-1.6","566,981","162,586,326,000","291,500","291,500","285,000","46,815,067,575,000","2.11","164,263,395","91,723,193","55.84",
8,005380,현대차,"186,500","-7,000","-3.6","3,181,249","598,331,660,500","191,000","192,000","186,000","39,849,116,875,500","1.79","213,668,187","65,921,365","30.85",
9,006400,삼성SDI,"553,000","7,000","1.3","592,722","331,931,879,000","551,000","571,000","550,000","38,026,785,090,000","1.71","68,764,530","29,990,215","43.61",
10,035720,카카오,"374,500","-10,500","-2.7","768,600","290,323,084,000","387,500","388,000","374,000","33,060,711,698,000","1.49","88,279,604","28,389,915","32.16",
11,000270,기아차,"63,100","-1,500","-2.3","2,890,452","183,145,164,400","64,000","64,100","62,800","25,578,427,195,700","1.15","405,363,347","153,067,494","37.76",
12,051900,LG생활건강,"1,547,000","-6,000","-0.4","30,797","47,735,874,000","1,558,000","1,561,000","1,539,000","24,161,350,759,000","1.09","15,618,197","7,130,094","45.65",
13,028260,삼성물산,"124,000","1,000","0.8","695,423","85,870,828,500","123,000","124,500","121,000","23,173,998,044,000","1.04","186,887,081","26,407,322","14.13",
14,005490,POSCO,"265,500","-4,500","-1.7","406,417","108,307,611,500","270,000","271,500","264,500","23,148,104,692,500","1.04","87,186,835","44,542,829","51.09",
