순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"72,900","1,400","2.0","28,490,496","2,071,956,768,562","72,400","73,500","71,900","435,197,147,895,000","19.25","5,969,782,550","3,367,719,318","56.41",2518
2,000660,SK하이닉스,"118,000","3,000","2.6","5,191,354","613,379,321,750","118,500","120,000","116,000","85,904,279,070,000","3.80","728,002,365","366,077,808","50.29",
3,207940,삼성바이오로직스,"880,000","55,000","6.7","507,215","431,562,720,000","833,000","880,000","827,000","58,225,200,000,000","2.57","66,165,000","6,763,595","10.22",
4,051910,LG화학,"816,000","-30,000","-3.6","498,527","408,643,391,000","832,000","838,000","807,000","57,603,351,888,000","2.55","70,592,343","30,103,939","42.64",
5,005935,삼성전자우,"66,700","1,200","1.8","5,978,122","395,199,828,100","65,500","66,700","65,500","54,886,542,890,000","2.43","822,886,700","692,208,295","84.12",
6,068270,셀트리온,"403,500","23,500","6.2","3,465,337","1,368,063,123,000","396,500","403,500","380,000","54,471,614,317,500","2.41","134,997,805","28,829,471","21.36",
7,035420,NAVER,"289,500","-4,500","-1.5","821,860","240,096,146,500","300,000","300,500","288,000","47,554,252,852,500","2.10","164,263,395","91,788,200","55.88",
8,005380,현대차,"193,500","-3,000","-1.5","2,519,339","487,736,071,500","195,500","198,500","190,500","41,344,794,184,500","1.83","213,668,187","66,545,940","31.14",
9,006400,삼성SDI,"546,000","-5,000","-0.9","318,117","173,496,243,000","552,000","553,000","541,000","37,545,433,380,000","1.66","68,764,530","29,916,794","43.51",
10,035720,카카오,"385,000","-4,500","-1.2","894,743","345,474,276,000","395,000","395,000","380,500","33,987,647,540,000","1.50","88,279,604","28,587,542","32.38",
11,000270,기아차,"64,600","-800","-1.2","3,382,871","216,504,423,900","64,700","65,000","63,000","26,186,472,216,200","1.16","405,363,347","152,908,643","37.72",
12,091990,셀트리온헬스케어,"171,800","22,100","14.8","10,895,573","1,770,829,061,700","161,600","172,400","150,200","26,080,927,419,600","1.15","151,809,822","26,390,001","17.38",
13,051900,LG생활건강,"1,553,000","31,000","2.0","43,578","67,452,246,000","1,521,000","1,560,000","1,518,000","24,255,059,941,000","1.07","15,618,197","7,129,804","45.65",
14,005490,POSCO,"270,000","4,500","1.7","498,099","134,284,269,500","272,500","275,500","263,000","23,540,445,450,000","1.04","87,186,835","44,592,929","51.15",
15,012330,현대모비스,"242,500","-4,000","-1.6","327,885","79,716,451,500","247,000","247,000","241,000","23,050,763,295,000","1.02","95,054,694","41,294,916","43.44",
16,028260,삼성물산,"123,000","-500","-0.4","517,064","63,232,175,000","124,000","124,500","121,000","22,987,110,963,000","1.02","186,887,081","26,440,356","14.15",
17,105560,KB금융,"47,200","0","0.0","1,834,090","85,875,679,700","47,200","47,250","46,100","19,626,133,824,000","0.87","415,807,920","274,455,459","66.01",
