순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"67,700","200","0.3","32,158,235","2,194,516,840,235","67,900","69,500","67,000","404,154,278,635,000","18.83","5,969,782,550","3,380,860,470","56.63",2512
2,000660,SK하이닉스,"98,600","-1,400","-1.4","3,766,043","375,181,810,246","101,000","102,000","98,300","71,781,033,189,000","3.34","728,002,365","365,459,315","50.20",
3,051910,LG화학,"799,000","51,000","6.8","858,347","669,684,792,000","760,000","799,000","754,000","56,403,282,057,000","2.63","70,592,343","29,714,425","42.09",
4,207940,삼성바이오로직스,"802,000","-2,000","-0.2","125,177","99,764,692,000","806,000","806,000","792,000","53,064,330,000,000","2.47","66,165,000","6,650,439","10.05",
5,005935,삼성전자우,"61,800","800","1.3","5,934,539","368,281,255,500","61,600","63,500","61,000","50,854,398,060,000","2.37","822,886,700","706,165,327","85.82",
6,035420,NAVER,"282,500","1,000","0.4","809,745","229,452,373,500","281,500","287,000","280,000","46,404,409,087,500","2.16","164,263,395","91,718,919","55.84",
7,068270,셀트리온,"301,500","500","0.2","846,027","255,066,351,000","305,000","305,000","298,000","40,701,838,207,500","1.90","134,997,805","27,582,927","20.43",
8,005380,현대차,"181,000","2,000","1.1","1,522,580","275,435,802,000","181,000","183,000","179,500","38,673,941,847,000","1.80","213,668,187","66,459,142","31.10",
9,006400,삼성SDI,"552,000","26,000","4.9","610,630","331,005,450,000","535,000","552,000","531,000","37,958,020,560,000","1.77","68,764,530","30,171,000","43.88",
10,035720,카카오,"373,000","6,000","1.6","649,755","242,048,116,500","366,500","377,000","366,500","32,928,292,292,000","1.53","88,279,604","28,511,333","32.30",
11,000270,기아차,"59,800","500","0.8","2,044,604","121,380,026,300","59,700","59,900","58,700","24,240,728,150,600","1.13","405,363,347","154,024,563","38.00",
12,051900,LG생활건강,"1,544,000","-21,000","-1.3","26,626","41,281,865,000","1,566,000","1,580,000","1,544,000","24,114,496,168,000","1.12","15,618,197","7,135,797","45.69",
13,028260,삼성물산,"125,500","3,000","2.4","863,139","107,582,016,000","123,000","126,000","122,500","23,454,328,665,500","1.09","186,887,081","26,817,944","14.35",
14,012330,현대모비스,"246,500","-1,000","-0.4","342,235","84,286,556,000","248,500","249,500","243,500","23,430,982,071,000","1.09","95,054,694","41,185,224","43.33",
15,005490,POSCO,"244,500","1,000","0.4","416,609","102,177,434,000","243,500","249,500","242,000","21,317,181,157,500","0.99","87,186,835","44,589,565","51.14",
16,105560,KB금융,"46,400","-50","-0.1","1,507,329","69,588,498,300","46,500","46,700","45,950","19,293,487,488,000","0.90","415,807,920","274,308,340","65.97",
17,017670,SK텔레콤,"232,000","1,000","0.4","302,088","70,081,038,500","231,000","235,000","229,000","18,733,004,952,000","0.87","80,745,711","27,560,316","34.13",
18,036570,엔씨소프트,"820,000","-2,000","-0.2","84,186","68,624,431,000","818,000","822,000","810,000","18,002,298,040,000","0.84","21,954,022","10,568,591","48.14",
19,055550,신한지주,"33,900","-50","-0.2","2,528,769","85,838,516,950","34,250","34,250","33,700","17,510,259,706,500","0.82","516,526,835","299,111,199","57.91",
20,034730,SK,"217,500","3,000","1.4","206,805","44,568,284,500","216,000","217,500","214,000","15,303,364,597,500","0.71","70,360,297","15,360,705","21.83",
21,091990,셀트리온헬스케어,"99,800","-100","-0.1","935,227","93,372,708,100","100,900","101,500","98,600","15,150,620,235,600","0.71","151,809,822","25,410,977","16.74",
22,032830,삼성생명,"75,400","400","0.5","759,791","57,489,084,200","76,100","76,500","74,700","15,080,000,000,000","0.70","200,000,000","24,475,324","12.24",
23,096770,SK이노베이션,"160,000","6,000","3.9","1,258,683","199,647,540,500","157,500","160,000","156,000","14,794,490,240,000","0.69","92,465,564","22,335,053","24.15",
24,066570,LG전자,"88,600","-600","-0.7","871,390","77,195,961,700","89,400","89,500","88,000","14,499,196,320,400","0.68","163,647,814","58,645,069","35.84",
25,015760,한국전력,"22,550","1,000","4.6","13,150,194","294,409,045,800","21,700","22,950","21,650","14,476,289,936,350","0.67","641,964,077","109,296,758","17.03",
26,018260,삼성에스디에스,"179,000","500","0.3","158,980","28,383,614,000","179,000","179,500","178,000","13,850,626,200,000","0.65","77,377,800","9,535,576","12.32",
27,326030,SK바이오팜,"174,000","3,500","2.0","411,017","71,054,233,500","171,000","174,500","171,000","13,626,505,500,000","0.63","78,313,250","2,438,223","3.11",
28,003550,LG,"77,200","1,300","1.7","469,395","36,070,333,900","75,900","77,400","75,900","13,321,410,513,200","0.62","172,557,131","60,075,477","34.81",
29,033780,KT&G,"86,100","-300","-0.4","426,900","36,850,304,500","86,200","86,700","86,000","11,820,883,991,700","0.55","137,292,497","57,020,600","41.53",
30,090430,아모레퍼시픽,"193,500","-3,500","-1.8","333,529","64,996,294,000","197,000","197,500","192,000","11,311,717,815,000","0.53","58,458,490","18,418,123","31.51",
31,009150,삼성전기,"151,000","-1,000","-0.7","566,042","85,327,109,000","152,500","152,500","149,500","11,278,748,096,000","0.53","74,693,696","25,758,186","34.49",
32,251270,넷마블,"127,500","-3,500","-2.7","389,542","49,819,872,000","130,000","130,500","127,000","10,945,142,512,500","0.51","85,844,255","19,335,036","22.52",
33,086790,하나금융지주,"35,550","-250","-0.7","1,349,381","47,945,536,250","35,900","35,950","35,350","10,673,605,304,100","0.50","300,242,062","194,344,830","64.73",
34,011170,롯데케미칼,"289,000","0","0.0","274,345","79,507,960,500","294,500","296,500","286,000","9,905,596,091,000","0.46","34,275,419","9,248,135","26.98",
35,000810,삼성화재,"205,000","-1,500","-0.7","169,643","34,721,568,000","207,500","207,500","203,000","9,711,841,585,000","0.45","47,374,837","21,621,970","45.64",
36,018880,한온시스템,"15,750","450","2.9","2,992,730","46,828,828,850","15,350","16,150","15,100","8,407,350,000,000","0.39","533,800,000","112,116,957","21.00",
37,010950,S-Oil,"71,000","4,500","6.8","2,247,850","158,509,879,200","68,300","71,700","68,200","7,993,378,232,000","0.37","112,582,792","84,305,005","74.88",
38,009830,한화솔루션,"49,400","750","1.5","4,680,107","232,594,948,900","49,500","50,500","48,950","7,897,306,151,800","0.37","159,864,497","30,612,596","19.15",
39,010130,고려아연,"394,500","1,000","0.2","66,985","26,481,041,000","393,500","400,000","392,500","7,444,215,000,000","0.35","18,870,000","4,527,885","24.00",
40,316140,우리금융지주,"10,100","50","0.5","1,703,438","17,218,020,000","10,100","10,200","10,000","7,294,903,598,300","0.34","722,267,683","185,772,268","25.72",
41,009540,한국조선해양,"103,000","1,000","1.0","589,124","60,698,990,500","103,500","105,000","101,000","7,289,630,948,000","0.34","70,773,116","11,367,366","16.06",
42,024110,기업은행,"9,570","60","0.6","2,629,660","25,085,048,490","9,550","9,590","9,480","7,069,017,925,200","0.33","738,664,360","80,078,273","10.84",
43,086280,현대글로비스,"187,000","-2,000","-1.1","274,481","51,651,118,000","191,000","192,000","185,500","7,012,500,000,000","0.33","37,500,000","13,502,591","36.01",
