순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"68,000","1,400","2.1","19,023,323","1,279,790,447,375","66,100","68,000","66,000","405,945,213,400,000","18.85","5,969,782,550","3,377,745,389","56.58",2514
2,000660,SK하이닉스,"99,400","2,200","2.3","2,933,290","288,277,274,800","96,800","99,500","96,300","72,363,435,081,000","3.36","728,002,365","365,454,788","50.20",
3,051910,LG화학,"816,000","28,000","3.6","556,575","445,933,978,000","794,000","821,000","783,000","57,603,351,888,000","2.67","70,592,343","29,865,531","42.31",
4,207940,삼성바이오로직스,"799,000","-4,000","-0.5","79,921","63,857,972,000","807,000","808,000","797,000","52,865,835,000,000","2.45","66,165,000","6,651,927","10.05",
5,005935,삼성전자우,"61,900","1,100","1.8","2,301,092","141,172,104,100","61,100","61,900","60,300","50,936,686,730,000","2.36","822,886,700","703,838,017","85.53",
6,035420,NAVER,"285,500","7,000","2.5","797,094","226,073,273,500","280,000","285,500","280,000","46,897,199,272,500","2.18","164,263,395","91,891,610","55.94",
7,068270,셀트리온,"329,500","-500","-0.2","2,778,746","917,557,208,000","335,000","338,000","323,000","44,481,776,747,500","2.07","134,997,805","27,961,850","20.71",
8,005380,현대차,"179,000","-500","-0.3","1,260,429","225,708,977,500","179,500","181,000","178,000","38,246,605,473,000","1.78","213,668,187","66,345,367","31.05",
9,006400,삼성SDI,"550,000","12,000","2.2","400,227","218,127,960,000","545,000","551,000","536,000","37,820,491,500,000","1.76","68,764,530","30,081,492","43.75",
10,035720,카카오,"374,000","7,000","1.9","539,570","200,617,459,500","367,500","374,500","366,500","33,016,571,896,000","1.53","88,279,604","28,600,760","32.40",
11,051900,LG생활건강,"1,537,000","-11,000","-0.7","25,153","38,788,917,000","1,548,000","1,567,000","1,536,000","24,005,168,789,000","1.11","15,618,197","7,134,003","45.68",
12,000270,기아차,"58,400","-600","-1.0","1,742,667","101,485,904,900","58,500","58,800","58,000","23,673,219,464,800","1.10","405,363,347","153,354,956","37.83",
13,012330,현대모비스,"245,500","-2,000","-0.8","321,082","78,434,956,500","245,000","247,500","242,500","23,335,927,377,000","1.08","95,054,694","41,277,260","43.42",
14,028260,삼성물산,"122,500","-1,000","-0.8","426,509","52,079,601,000","122,500","123,000","121,500","22,893,667,422,500","1.06","186,887,081","26,855,606","14.37",
15,005490,POSCO,"242,500","-2,500","-1.0","247,564","60,269,505,000","244,000","246,000","242,000","21,142,807,487,500","0.98","87,186,835","44,518,077","51.06",
16,105560,KB금융,"48,450","150","0.3","1,974,752","94,365,682,450","47,650","48,450","47,300","20,145,893,724,000","0.94","415,807,920","275,570,870","66.27",
17,017670,SK텔레콤,"232,000","3,000","1.3","275,407","63,932,858,500","232,500","234,000","231,000","18,733,004,952,000","0.87","80,745,711","27,466,919","34.02",
18,036570,엔씨소프트,"816,000","11,000","1.4","67,165","54,296,032,000","803,000","816,000","803,000","17,914,481,952,000","0.83","21,954,022","10,556,177","48.08",
19,055550,신한지주,"34,350","-300","-0.9","2,071,269","71,045,064,750","34,300","34,700","34,100","17,742,696,782,250","0.82","516,526,835","299,413,674","57.97",
20,091990,셀트리온헬스케어,"109,700","1,600","1.5","4,752,009","519,910,758,100","110,000","113,000","105,000","16,653,537,473,400","0.77","151,809,822","25,773,535","16.98",
21,096770,SK이노베이션,"175,000","11,500","7.0","1,984,163","336,072,590,500","165,500","175,000","161,000","16,181,473,700,000","0.75","92,465,564","22,281,670","24.10",
22,034730,SK,"220,000","-3,000","-1.4","308,615","67,812,813,000","223,500","225,000","218,000","15,479,265,340,000","0.72","70,360,297","15,308,076","21.76",
23,032830,삼성생명,"74,100","200","0.3","565,107","41,532,375,900","73,900","74,300","72,400","14,820,000,000,000","0.69","200,000,000","24,538,306","12.27",
24,066570,LG전자,"87,000","-500","-0.6","741,023","64,468,576,600","87,500","88,300","86,300","14,237,359,818,000","0.66","163,647,814","58,564,645","35.79",
25,015760,한국전력,"21,950","-300","-1.4","4,451,763","97,508,084,150","22,200","22,250","21,700","14,091,111,490,150","0.65","641,964,077","108,499,305","16.90",
26,326030,SK바이오팜,"179,500","5,000","2.9","440,231","78,171,023,000","175,500","179,500","172,500","14,057,228,375,000","0.65","78,313,250","2,581,339","3.30",
