순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"64,600","-200","-0.3","16,590,290","1,066,784,816,800","64,100","64,800","63,900","385,647,952,730,000","18.45","5,969,782,550","3,374,440,535","56.53",2510
2,000660,SK하이닉스,"98,200","200","0.2","2,766,688","269,481,229,700","96,200","98,300","96,000","71,489,832,243,000","3.42","728,002,365","364,776,298","50.11",
3,207940,삼성바이오로직스,"808,000","-4,000","-0.5","183,412","149,206,913,000","816,000","826,000","805,000","53,461,320,000,000","2.56","66,165,000","6,679,075","10.09",
4,051910,LG화학,"721,000","12,000","1.7","356,316","256,210,848,000","712,000","725,000","709,000","50,897,079,303,000","2.43","70,592,343","29,147,366","41.29",
5,005935,삼성전자우,"58,000","-500","-0.8","2,376,103","137,568,020,000","57,800","58,100","57,500","47,727,428,600,000","2.28","822,886,700","707,965,388","86.03",
6,035420,NAVER,"280,500","-500","-0.2","520,114","146,190,416,000","282,500","284,000","279,500","46,075,882,297,500","2.20","164,263,395","91,519,115","55.71",
7,068270,셀트리온,"294,000","3,000","1.0","1,008,419","298,572,852,000","299,000","301,000","292,500","39,689,354,670,000","1.90","134,997,805","27,685,445","20.51",
8,005380,현대차,"180,000","500","0.3","1,379,907","247,733,158,000","179,000","181,500","177,500","38,460,273,660,000","1.84","213,668,187","66,169,752","30.97",
9,006400,삼성SDI,"518,000","17,000","3.4","447,437","229,093,745,000","505,000","518,000","500,000","35,620,026,540,000","1.70","68,764,530","29,932,821","43.53",
10,035720,카카오,"365,500","0","0.0","430,120","158,248,311,000","367,500","371,500","365,500","32,266,195,262,000","1.54","88,279,604","28,375,650","32.14",
11,051900,LG생활건강,"1,532,000","-6,000","-0.4","21,900","33,544,447,000","1,538,000","1,546,000","1,525,000","23,927,077,804,000","1.14","15,618,197","7,129,931","45.65",
12,000270,기아차,"58,800","600","1.0","1,742,288","102,132,246,400","58,800","59,400","57,800","23,835,364,803,600","1.14","405,363,347","154,325,236","38.07",
13,012330,현대모비스,"243,000","-2,000","-0.8","306,874","74,315,437,000","243,500","244,500","240,500","23,098,290,642,000","1.11","95,054,694","41,040,710","43.18",
14,028260,삼성물산,"122,500","-500","-0.4","588,885","71,807,189,000","122,500","123,000","121,000","22,893,667,422,500","1.10","186,887,081","26,667,695","14.27",
15,005490,POSCO,"236,000","-2,500","-1.0","263,785","62,167,812,500","239,500","239,500","233,000","20,576,093,060,000","0.98","87,186,835","44,478,240","51.01",
