순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"73,000","0","0.0","20,367,355","1,477,330,803,829","73,100","73,400","72,000","435,794,126,150,000","18.97","5,969,782,550","3,338,406,761","55.92",2526
2,000660,SK하이닉스,"116,000","-2,500","-2.1","3,585,805","414,706,891,903","118,000","118,000","114,500","84,448,274,340,000","3.68","728,002,365","362,760,105","49.83",
3,051910,LG화학,"815,000","1,000","0.1","284,091","232,194,225,000","819,000","823,000","809,000","57,532,759,545,000","2.50","70,592,343","30,001,942","42.50",
4,005935,삼성전자우,"68,800","200","0.3","3,519,643","240,782,584,800","68,700","69,100","68,000","56,614,604,960,000","2.46","822,886,700","678,000,571","82.39",
5,207940,삼성바이오로직스,"823,000","21,000","2.6","187,024","152,362,851,000","802,000","828,000","797,000","54,453,795,000,000","2.37","66,165,000","6,827,801","10.32",
6,068270,셀트리온,"367,000","11,000","3.1","2,005,754","734,276,365,000","361,000","372,500","356,500","49,544,194,435,000","2.16","134,997,805","28,294,770","20.96",
7,035420,NAVER,"284,000","1,500","0.5","473,545","133,982,406,000","284,000","285,500","280,000","46,650,804,180,000","2.03","164,263,395","91,511,735","55.71",
8,005380,현대차,"187,000","-2,000","-1.1","1,120,752","208,922,630,000","188,500","189,000","185,000","39,955,950,969,000","1.74","213,668,187","65,352,496","30.59",
9,006400,삼성SDI,"566,000","-2,000","-0.4","243,244","137,508,997,000","568,000","569,000","561,000","38,920,723,980,000","1.69","68,764,530","30,238,336","43.97",
10,035720,카카오,"379,500","12,500","3.4","819,879","307,581,642,000","367,000","380,000","367,000","33,513,750,880,500","1.46","88,310,279","28,066,646","31.78",
11,091990,셀트리온헬스케어,"176,900","14,000","8.6","8,263,141","1,429,873,818,100","166,400","178,400","164,200","26,855,157,511,800","1.17","151,809,822","26,234,622","17.28",
12,051900,LG생활건강,"1,630,000","19,000","1.2","20,002","32,470,547,750","1,632,000","1,641,000","1,601,000","25,457,661,110,000","1.11","15,618,197","7,125,162","45.62",
13,000270,기아차,"61,300","-900","-1.4","1,446,522","88,128,411,100","62,200","62,200","60,500","24,848,773,171,100","1.08","405,363,347","151,861,577","37.46",
14,005490,POSCO,"274,500","5,500","2.0","306,137","83,194,197,000","274,000","275,000","266,500","23,932,786,207,500","1.04","87,186,835","44,244,795","50.75",
15,028260,삼성물산,"127,500","-1,500","-1.2","621,529","79,324,105,500","129,500","129,500","126,500","23,828,102,827,500","1.04","186,887,081","26,237,466","14.04",
16,012330,현대모비스,"249,000","-1,000","-0.4","237,998","58,893,385,000","250,000","250,500","245,500","23,668,618,806,000","1.03","95,054,694","41,038,391","43.17",
17,017670,SK텔레콤,"249,000","2,500","1.0","259,023","64,271,107,000","246,000","250,000","245,500","20,105,682,039,000","0.88","80,745,711","27,407,310","33.94",
18,036570,엔씨소프트,"864,000","1,000","0.1","62,278","53,533,364,000","863,000","867,000","851,000","18,968,275,008,000","0.83","21,954,022","10,569,931","48.15",
