순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"73,900","1,600","2.2","19,411,326","1,419,205,113,900","72,400","74,000","72,300","441,166,930,445,000","19.38","5,969,782,550","3,338,473,775","55.92",2529
2,000660,SK하이닉스,"116,000","3,500","3.1","3,173,156","363,208,092,500","113,000","116,000","112,500","84,448,274,340,000","3.71","728,002,365","362,342,171","49.77",
3,005935,삼성전자우,"69,900","1,400","2.0","2,663,377","184,336,723,000","68,500","69,900","68,500","57,519,780,330,000","2.53","822,886,700","677,287,173","82.31",
4,051910,LG화학,"806,000","9,000","1.1","594,211","443,823,750,000","802,000","830,000","777,000","56,897,428,458,000","2.50","70,592,343","29,907,335","42.37",
5,207940,삼성바이오로직스,"796,000","-7,000","-0.9","119,092","95,171,934,000","808,000","810,000","795,000","52,667,340,000,000","2.31","66,165,000","6,836,690","10.33",
6,068270,셀트리온,"355,000","-4,000","-1.1","1,425,317","513,070,300,000","364,000","366,000","354,000","47,924,220,775,000","2.11","134,997,805","28,030,291","20.76",
7,035420,NAVER,"284,000","0","0.0","508,019","144,709,809,500","288,500","289,000","283,000","46,650,804,180,000","2.05","164,263,395","91,417,989","55.65",
8,005380,현대차,"185,000","1,000","0.5","1,301,433","241,543,555,500","183,000","188,500","183,000","39,528,614,595,000","1.74","213,668,187","65,480,747","30.65",
9,006400,삼성SDI,"554,000","-1,000","-0.2","264,539","146,125,145,000","559,000","559,000","543,000","38,095,549,620,000","1.67","68,764,530","30,262,374","44.01",
10,035720,카카오,"377,500","1,500","0.4","629,952","239,896,120,500","381,000","385,500","377,000","33,337,130,322,500","1.46","88,310,279","28,166,352","31.89",
11,091990,셀트리온헬스케어,"170,200","-3,000","-1.7","4,103,100","715,345,100,900","177,400","177,600","170,200","25,838,031,704,400","1.14","151,809,822","25,834,639","17.02",
12,028260,삼성물산,"137,000","4,500","3.4","1,753,562","239,197,522,500","134,500","138,500","133,000","25,603,530,097,000","1.12","186,887,081","26,523,680","14.19",
13,051900,LG생활건강,"1,611,000","5,000","0.3","17,966","28,947,667,000","1,618,000","1,625,000","1,601,000","25,160,915,367,000","1.11","15,618,197","7,120,497","45.59",
14,000270,기아차,"61,400","1,600","2.7","1,658,263","101,332,076,300","60,000","62,000","59,500","24,889,309,505,800","1.09","405,363,347","151,668,563","37.42",
15,012330,현대모비스,"251,000","7,000","2.9","360,412","89,557,997,000","245,000","253,000","244,000","23,858,728,194,000","1.05","95,054,694","41,019,823","43.15",
16,005490,POSCO,"267,500","0","0.0","289,615","77,193,780,000","267,000","269,500","263,000","23,322,478,362,500","1.02","87,186,835","44,151,153","50.64",
17,017670,SK텔레콤,"245,000","1,000","0.4","210,849","51,581,233,000","244,500","246,500","242,000","19,782,699,195,000","0.87","80,745,711","27,386,750","33.92",
18,066570,LG전자,"119,500","27,300","29.6","16,565,841","1,829,404,002,900","92,700","119,500","91,100","19,555,913,773,000","0.86","163,647,814","59,562,724","36.40",
19,036570,엔씨소프트,"888,000","23,000","2.7","141,506","125,873,430,800","873,000","899,000","870,000","19,495,171,536,000","0.86","21,954,022","10,616,061","48.36",
20,105560,KB금융,"44,000","-550","-1.2","1,725,673","75,875,118,550","44,350","44,500","43,600","18,295,548,480,000","0.80","415,807,920","271,758,974","65.36",
21,015760,한국전력,"26,800","0","0.0","7,585,465","203,853,749,500","27,350","27,700","26,400","17,204,637,263,600","0.76","641,964,077","110,617,651","17.23",
22,055550,신한지주,"32,850","-300","-0.9","2,122,454","69,777,806,650","33,000","33,150","32,600","16,967,906,529,750","0.75","516,526,835","295,987,456","57.30",
23,034730,SK,"239,500","4,000","1.7","261,151","61,970,185,500","236,500","241,500","230,000","16,851,291,131,500","0.74","70,360,297","15,084,402","21.44",
24,096770,SK이노베이션,"180,500","-1,500","-0.8","587,700","106,027,995,000","182,500","183,500","178,000","16,690,034,302,000","0.73","92,465,564","22,471,468","24.30",
25,032830,삼성생명,"80,500","500","0.6","782,731","62,785,678,400","80,800","81,800","78,700","16,100,000,000,000","0.71","200,000,000","23,967,855","11.98",
26,003550,LG,"86,400","8,100","10.3","7,758,366","686,894,869,600","78,900","97,700","77,400","14,908,936,118,400","0.66","172,557,131","59,374,745","34.41",
27,018260,삼성에스디에스,"178,000","500","0.3","158,709","28,239,592,500","179,000","179,500","177,000","13,773,248,400,000","0.61","77,377,800","9,131,560","11.80",
28,326030,SK바이오팜,"171,000","-1,500","-0.9","131,118","22,443,382,000","173,000","173,500","170,000","13,391,565,750,000","0.59","78,313,250","3,990,893","5.10",
29,009150,삼성전기,"167,000","3,000","1.8","814,349","134,569,878,500","164,000","169,000","160,000","12,473,847,232,000","0.55","74,693,696","25,502,410","34.14",
30,033780,KT&G,"87,600","300","0.3","671,750","58,780,528,400","87,300","88,000","87,100","12,026,822,737,200","0.53","137,292,497","55,549,137","40.46",
31,090430,아모레퍼시픽,"199,500","-3,000","-1.5","175,024","35,182,949,500","203,500","204,000","199,500","11,662,468,755,000","0.51","58,458,490","18,824,831","32.20",
32,251270,넷마블,"124,000","1,500","1.2","264,262","32,746,034,000","122,500","126,000","122,500","10,644,817,572,000","0.47","85,845,303","19,271,646","22.45",
33,086790,하나금융지주,"34,900","-650","-1.8","1,303,109","45,597,796,950","35,500","35,750","34,800","10,478,447,963,800","0.46","300,242,062","195,615,128","65.15",
34,000810,삼성화재,"194,000","0","0.0","115,285","22,343,481,000","195,000","195,500","192,500","9,190,718,378,000","0.40","47,374,837","21,074,775","44.49",
35,011170,롯데케미칼,"258,000","-2,000","-0.8","238,843","61,463,398,500","260,500","262,500","255,500","8,843,058,102,000","0.39","34,275,419","9,088,414","26.52",
36,018880,한온시스템,"16,150","850","5.6","6,344,971","103,443,813,800","15,450","17,500","14,950","8,620,870,000,000","0.38","533,800,000","109,053,156","20.43",
37,068760,셀트리온제약,"235,200","1,200","0.5","2,236,508","539,945,077,700","238,800","246,500","233,100","8,422,661,822,400","0.37","35,810,637","3,223,159","9.00",
